"A","B","D","group_id","cardinality","synteny","group","chrs","origin","hit_A","hit_B","hit_D","from","n_hits","direction"
"TraesCS3A03G0946200","TraesCS3B03G1079600","TraesCS3D03G0880000",8550,"01:01:01","syntenic","triad",3,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS3A03G0946300","TraesCS3B03G1079700","TraesCS3D03G0880100",8551,"01:01:01","syntenic","triad",3,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS3A03G0946400","TraesCS3B03G1079900","TraesCS3D03G0880300",8552,"01:01:01","syntenic","triad",3,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS3A03G0946500","TraesCS3B03G1080200","TraesCS3D03G0880400",8553,"01:01:01","syntenic","triad",3,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS3A03G0947000","TraesCS3B03G1080300","TraesCS3D03G0880800",8554,"01:01:01","syntenic","triad",3,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS3A03G0948300","TraesCS3B03G1083300","TraesCS3D03G0882200",8560,"01:01:01","syntenic","triad",3,"ABD",TRUE,TRUE,TRUE,"ABD",3,"Down"
"TraesCS3A03G0950400","TraesCS3B03G1085700","TraesCS3D03G0884100",8565,"01:01:01","syntenic","triad",3,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS3A03G0950500","TraesCS3B03G1086000","TraesCS3D03G0884200",8566,"01:01:01","syntenic","triad",3,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS3A03G0950700","TraesCS3B03G1086900","TraesCS3D03G0884300",8567,"01:01:01","syntenic","triad",3,"ABD",TRUE,TRUE,FALSE,"AB",2,"Down"
"TraesCS3A03G0951100","TraesCS3B03G1087300","TraesCS3D03G0885000",8569,"01:01:01","syntenic","triad",3,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS3A03G0952700","TraesCS3B03G1089400","TraesCS3D03G0886900",8572,"01:01:01","syntenic","triad",3,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS3A03G0952900","TraesCS3B03G1089300","TraesCS3D03G0887100",8574,"01:01:01","syntenic","triad",3,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS3A03G0954100","TraesCS3B03G1090700","TraesCS3D03G0887900",8577,"01:01:01","syntenic","triad",3,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS3A03G0954200","TraesCS3B03G1090800","TraesCS3D03G0888000",8578,"01:01:01","syntenic","triad",3,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS3A03G0954500","TraesCS3B03G1091500","TraesCS3D03G0888400",8580,"01:01:01","syntenic","triad",3,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS3A03G0955800","TraesCS3B03G1092700","TraesCS3D03G0889400",8582,"01:01:01","syntenic","triad",3,"ABD",FALSE,FALSE,TRUE,"D",1,"Down"
"TraesCS3A03G0962200","TraesCS3B03G1104700","TraesCS3D03G0897600",8595,"01:01:01","syntenic","triad",3,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS3A03G0965700","TraesCS3B03G1109400","TraesCS3D03G0899300",8604,"01:01:01","syntenic","triad",3,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS3A03G0966100","TraesCS3B03G1109900","TraesCS3D03G0899700",8606,"01:01:01","syntenic","triad",3,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS3A03G0966400","TraesCS3B03G1110000","TraesCS3D03G0899800",8607,"01:01:01","syntenic","triad",3,"ABD",TRUE,FALSE,TRUE,"AD",2,"Down"
"TraesCS3A03G0967900","TraesCS3B03G1112800","TraesCS3D03G0903700",8614,"01:01:01","syntenic","triad",3,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS3A03G0968500","TraesCS3B03G1113300","TraesCS3D03G0904500",8616,"01:01:01","syntenic","triad",3,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS3A03G0968700","TraesCS3B03G1114100","TraesCS3D03G0904900",8617,"01:01:01","syntenic","triad",3,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS3A03G0969600","TraesCS3B03G1115100","TraesCS3D03G0906100",8622,"01:01:01","syntenic","triad",3,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS3A03G0969700","TraesCS3B03G1115200","TraesCS3D03G0906200",8623,"01:01:01","syntenic","triad",3,"ABD",TRUE,TRUE,TRUE,"ABD",3,"Down"
"TraesCS3A03G0970000","TraesCS3B03G1115500","TraesCS3D03G0906500",8624,"01:01:01","syntenic","triad",3,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS3A03G0970100","TraesCS3B03G1115600","TraesCS3D03G0906600",8625,"01:01:01","syntenic","triad",3,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS3A03G0970900","TraesCS3B03G1116700","TraesCS3D03G0907200",8629,"01:01:01","syntenic","triad",3,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS3A03G0971800","TraesCS3B03G1117500","TraesCS3D03G0908300",8634,"01:01:01","syntenic","triad",3,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS3A03G0971900","TraesCS3B03G1117700","TraesCS3D03G0908400",8635,"01:01:01","syntenic","triad",3,"ABD",TRUE,TRUE,FALSE,"AB",2,"Down"
"TraesCS3A03G0972100","TraesCS3B03G1117900","TraesCS3D03G0908900",8637,"01:01:01","syntenic","triad",3,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS3A03G0973100","TraesCS3B03G1119000","TraesCS3D03G0909500",8641,"01:01:01","syntenic","triad",3,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS3A03G0977200","TraesCS3B03G1123800","TraesCS3D03G0912900",8651,"01:01:01","syntenic","triad",3,"ABD",TRUE,TRUE,TRUE,"ABD",3,"Down"
"TraesCS3A03G0979100","TraesCS3B03G1126700","TraesCS3D03G0914400",8654,"01:01:01","syntenic","triad",3,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS3A03G0979000","TraesCS3B03G1126800","TraesCS3D03G0914500",8655,"01:01:01","syntenic","triad",3,"ABD",TRUE,TRUE,TRUE,"ABD",3,"Down"
"TraesCS3A03G0978900","TraesCS3B03G1127100","TraesCS3D03G0915200",8656,"01:01:01","syntenic","triad",3,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS3A03G0980900","TraesCS3B03G1129700","TraesCS3D03G0916100",8659,"01:01:01","syntenic","triad",3,"ABD",TRUE,TRUE,TRUE,"ABD",3,"Down"
"TraesCS3A03G0981200","TraesCS3B03G1130000","TraesCS3D03G0916300",8661,"01:01:01","syntenic","triad",3,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS3A03G0984600","TraesCS3B03G1134600","TraesCS3D03G0919500",8669,"01:01:01","syntenic","triad",3,"ABD",FALSE,TRUE,FALSE,"B",1,"Down"
"TraesCS3A03G0986700","TraesCS3B03G1136300","TraesCS3D03G0920400",8672,"01:01:01","syntenic","triad",3,"ABD",TRUE,TRUE,TRUE,"ABD",3,"Down"
"TraesCS3A03G0988000","TraesCS3B03G1137500","TraesCS3D03G0921600",8677,"01:01:01","syntenic","triad",3,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS3A03G0992100","TraesCS3B03G1138900","TraesCS3D03G0923100",8681,"01:01:01","syntenic","triad",3,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS3A03G0992200","TraesCS3B03G1139000","TraesCS3D03G0923400",8682,"01:01:01","syntenic","triad",3,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS3A03G0992300","TraesCS3B03G1139100","TraesCS3D03G0923500",8683,"01:01:01","syntenic","triad",3,"ABD",TRUE,TRUE,FALSE,"AB",2,"Down"
"TraesCS3A03G0992500","TraesCS3B03G1139300","TraesCS3D03G0923600",8684,"01:01:01","syntenic","triad",3,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS3A03G0995300","TraesCS3B03G1143900","TraesCS3D03G0927400",8688,"01:01:01","syntenic","triad",3,"ABD",TRUE,FALSE,TRUE,"AD",2,"Down"
"TraesCS3A03G0995500","TraesCS3B03G1144100","TraesCS3D03G0927500",8689,"01:01:01","syntenic","triad",3,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS3A03G0996300","TraesCS3B03G1146100","TraesCS3D03G0928500",8690,"01:01:01","syntenic","triad",3,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS3A03G0997200","TraesCS3B03G1147200","TraesCS3D03G0930200",8695,"01:01:01","syntenic","triad",3,"ABD",TRUE,FALSE,FALSE,"A",1,"Down"
"TraesCS3A03G0997700","TraesCS3B03G1147900","TraesCS3D03G0930800",8697,"01:01:01","syntenic","triad",3,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS3A03G0997800","TraesCS3B03G1148000","TraesCS3D03G0930900",8698,"01:01:01","syntenic","triad",3,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS3A03G0998800","TraesCS3B03G1151200","TraesCS3D03G0932500",8702,"01:01:01","syntenic","triad",3,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS3A03G0999000","TraesCS3B03G1151500","TraesCS3D03G0932800",8704,"01:01:01","syntenic","triad",3,"ABD",FALSE,TRUE,TRUE,"BD",2,"Down"
"TraesCS3A03G1007200","TraesCS3B03G1157500","TraesCS3D03G0937300",8711,"01:01:01","syntenic","triad",3,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS3A03G1007300","TraesCS3B03G1157600","TraesCS3D03G0937400",8712,"01:01:01","syntenic","triad",3,"ABD",TRUE,TRUE,TRUE,"ABD",3,"Down"
"TraesCS3A03G1007400","TraesCS3B03G1157700","TraesCS3D03G0937600",8713,"01:01:01","syntenic","triad",3,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS3A03G1009300","TraesCS3B03G1158700","TraesCS3D03G0939900",8716,"01:01:01","syntenic","triad",3,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS3A03G1011300","TraesCS3B03G1161800","TraesCS3D03G0942000",8719,"01:01:01","syntenic","triad",3,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS3A03G1011400","TraesCS3B03G1161900","TraesCS3D03G0942100",8720,"01:01:01","syntenic","triad",3,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS3A03G1012500","TraesCS3B03G1162300","TraesCS3D03G0943000",8721,"01:01:01","syntenic","triad",3,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS3A03G1015800","TraesCS3B03G1163500","TraesCS3D03G0944200",8724,"01:01:01","syntenic","triad",3,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS3A03G1016300","TraesCS3B03G1164200","TraesCS3D03G0945200",8726,"01:01:01","syntenic","triad",3,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS3A03G1018800","TraesCS3B03G1165900","TraesCS3D03G0946400",8731,"01:01:01","syntenic","triad",3,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS3A03G1019100","TraesCS3B03G1166100","TraesCS3D03G0946500",8732,"01:01:01","syntenic","triad",3,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS3A03G1019800","TraesCS3B03G1166400","TraesCS3D03G0947100",8734,"01:01:01","syntenic","triad",3,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS3A03G1021700","TraesCS3B03G1169600","TraesCS3D03G0949700",8739,"01:01:01","syntenic","triad",3,"ABD",FALSE,TRUE,TRUE,"BD",2,"Down"
"TraesCS3A03G1022100","TraesCS3B03G1170500","TraesCS3D03G0950000",8740,"01:01:01","syntenic","triad",3,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS3A03G1022400","TraesCS3B03G1170800","TraesCS3D03G0950200",8741,"01:01:01","syntenic","triad",3,"ABD",TRUE,FALSE,FALSE,"A",1,"Down"
"TraesCS3A03G1022700","TraesCS3B03G1171100","TraesCS3D03G0950500",8743,"01:01:01","syntenic","triad",3,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS3A03G1023600","TraesCS3B03G1172000","TraesCS3D03G0951200",8746,"01:01:01","syntenic","triad",3,"ABD",FALSE,FALSE,TRUE,"D",1,"Down"
"TraesCS3A03G1024100","TraesCS3B03G1172600","TraesCS3D03G0952300",8749,"01:01:01","syntenic","triad",3,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS3A03G1024300","TraesCS3B03G1172800","TraesCS3D03G0952500",8750,"01:01:01","syntenic","triad",3,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS3A03G1025100","TraesCS3B03G1173600","TraesCS3D03G0953500",8753,"01:01:01","syntenic","triad",3,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS3A03G1026700","TraesCS3B03G1174700","TraesCS3D03G0955400",8758,"01:01:01","syntenic","triad",3,"ABD",FALSE,FALSE,TRUE,"D",1,"Down"
"TraesCS3A03G1027200","TraesCS3B03G1175400","TraesCS3D03G0956500",8761,"01:01:01","syntenic","triad",3,"ABD",TRUE,TRUE,TRUE,"ABD",3,"Down"
"TraesCS3A03G1027500","TraesCS3B03G1175700","TraesCS3D03G0956800",8762,"01:01:01","syntenic","triad",3,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS3A03G1027900","TraesCS3B03G1176300","TraesCS3D03G0957500",8764,"01:01:01","syntenic","triad",3,"ABD",TRUE,TRUE,TRUE,"ABD",3,"Down"
"TraesCS3A03G1029100","TraesCS3B03G1178900","TraesCS3D03G0958400",8766,"01:01:01","syntenic","triad",3,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS3A03G1029800","TraesCS3B03G1179900","TraesCS3D03G0958600",8768,"01:01:01","syntenic","triad",3,"ABD",TRUE,TRUE,TRUE,"ABD",3,"Down"
"TraesCS3A03G1035100","TraesCS3B03G1190600","TraesCS3D03G0963700",8779,"01:01:01","syntenic","triad",3,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS3A03G1035200","TraesCS3B03G1190700","TraesCS3D03G0963900",8780,"01:01:01","syntenic","triad",3,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS3A03G1035300","TraesCS3B03G1190800","TraesCS3D03G0964000",8781,"01:01:01","syntenic","triad",3,"ABD",TRUE,FALSE,TRUE,"AD",2,"Down"
"TraesCS3A03G1035600","TraesCS3B03G1191100","TraesCS3D03G0964200",8782,"01:01:01","syntenic","triad",3,"ABD",TRUE,TRUE,TRUE,"ABD",3,"Down"
"TraesCS3A03G1035900","TraesCS3B03G1191300","TraesCS3D03G0964400",8783,"01:01:01","syntenic","triad",3,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS3A03G1037900","TraesCS3B03G1196000","TraesCS3D03G0966500",8791,"01:01:01","syntenic","triad",3,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS3A03G1038100","TraesCS3B03G1196200","TraesCS3D03G0966600",8792,"01:01:01","syntenic","triad",3,"ABD",TRUE,TRUE,TRUE,"ABD",3,"Down"
"TraesCS3A03G1040000","TraesCS3B03G1198400","TraesCS3D03G0967800",8794,"01:01:01","syntenic","triad",3,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS3A03G1042000","TraesCS3B03G1202700","TraesCS3D03G0969400",8800,"01:01:01","syntenic","triad",3,"ABD",TRUE,FALSE,FALSE,"A",1,"Down"
"TraesCS3A03G1042200","TraesCS3B03G1202900","TraesCS3D03G0969600",8802,"01:01:01","syntenic","triad",3,"ABD",TRUE,FALSE,FALSE,"A",1,"Down"
"TraesCS3A03G1042500","TraesCS3B03G1203200","TraesCS3D03G0969700",8803,"01:01:01","syntenic","triad",3,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS3A03G1044900","TraesCS3B03G1206200","TraesCS3D03G0972900",8809,"01:01:01","syntenic","triad",3,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS3A03G1046700","TraesCS3B03G1209200","TraesCS3D03G0976100",8815,"01:01:01","syntenic","triad",3,"ABD",TRUE,TRUE,TRUE,"ABD",3,"Down"
"TraesCS3A03G1049300","TraesCS3B03G1214600","TraesCS3D03G0978800",8818,"01:01:01","syntenic","triad",3,"ABD",FALSE,TRUE,TRUE,"BD",2,"Down"
"TraesCS3A03G1055900","TraesCS3B03G1220500","TraesCS3D03G0982300",8822,"01:01:01","syntenic","triad",3,"ABD",TRUE,TRUE,TRUE,"ABD",3,"Down"
"TraesCS3A03G1056500","TraesCS3B03G1221200","TraesCS3D03G0983300",8825,"01:01:01","syntenic","triad",3,"ABD",TRUE,FALSE,TRUE,"AD",2,"Down"
"TraesCS3A03G1057700","TraesCS3B03G1222100","TraesCS3D03G0984700",8827,"01:01:01","syntenic","triad",3,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS3A03G1057900","TraesCS3B03G1222200","TraesCS3D03G0984800",8828,"01:01:01","syntenic","triad",3,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS3A03G1062700","TraesCS3B03G1228700","TraesCS3D03G0990600",8833,"01:01:01","syntenic","triad",3,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS3A03G1063100","TraesCS3B03G1230400","TraesCS3D03G0991100",8836,"01:01:01","syntenic","triad",3,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS3A03G1064000","TraesCS3B03G1231500","TraesCS3D03G0991600",8840,"01:01:01","syntenic","triad",3,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS3A03G1065700","TraesCS3B03G1232700","TraesCS3D03G0993200",8843,"01:01:01","syntenic","triad",3,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS3A03G1066800","TraesCS3B03G1235600","TraesCS3D03G0995600",8845,"01:01:01","syntenic","triad",3,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS3A03G1071800","TraesCS3B03G1245200","TraesCS3D03G1001100",8852,"01:01:01","syntenic","triad",3,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS3A03G1075900","TraesCS3B03G1251700","TraesCS3D03G1006900",8864,"01:01:01","syntenic","triad",3,"ABD",FALSE,FALSE,TRUE,"D",1,"Down"
"TraesCS3A03G1076500","TraesCS3B03G1252300","TraesCS3D03G1007000",8865,"01:01:01","syntenic","triad",3,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS3A03G1089900","TraesCS3B03G1269500","TraesCS3D03G1017300",8884,"01:01:01","syntenic","triad",3,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS3A03G1110500","TraesCS3B03G1288400","TraesCS3D03G1038100",8903,"01:01:01","syntenic","triad",3,"ABD",TRUE,TRUE,TRUE,"ABD",3,"Down"
"TraesCS3A03G1122700","TraesCS3B03G1299900","TraesCS3D03G1044800",8910,"01:01:01","syntenic","triad",3,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS3A03G1125900","TraesCS3B03G1306400","TraesCS3D03G1048600",8917,"01:01:01","syntenic","triad",3,"ABD",FALSE,TRUE,FALSE,"B",1,"Down"
"TraesCS3A03G1128800","TraesCS3B03G1308200","TraesCS3D03G1050300",8921,"01:01:01","syntenic","triad",3,"ABD",TRUE,TRUE,TRUE,"ABD",3,"Down"
"TraesCS3A03G1130300","TraesCS3B03G1312000","TraesCS3D03G1052000",8924,"01:01:01","syntenic","triad",3,"ABD",TRUE,TRUE,TRUE,"ABD",3,"Down"
"TraesCS3A03G1137900","TraesCS3B03G1323800","TraesCS3D03G1058700",8934,"01:01:01","syntenic","triad",3,"ABD",FALSE,TRUE,FALSE,"B",1,"Down"
"TraesCS3A03G1137700","TraesCS3B03G1323700","TraesCS3D03G1058900",8935,"01:01:01","syntenic","triad",3,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS3A03G1138800","TraesCS3B03G1325100","TraesCS3D03G1061000",8938,"01:01:01","syntenic","triad",3,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS3A03G1145100","TraesCS3B03G1335100","TraesCS3D03G1068000",8956,"01:01:01","syntenic","triad",3,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS3A03G1145800","TraesCS3B03G1336100","TraesCS3D03G1072400",8961,"01:01:01","syntenic","triad",3,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS3A03G1150700","TraesCS3B03G1371900","TraesCS3D03G1095600",8974,"01:01:01","syntenic","triad",3,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS3A03G1152600","TraesCS3B03G1374100","TraesCS3D03G1096900",8978,"01:01:01","syntenic","triad",3,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS3A03G1156800","TraesCS3B03G1380100","TraesCS3D03G1105200",8986,"01:01:01","syntenic","triad",3,"ABD",TRUE,TRUE,TRUE,"ABD",3,"Down"
"TraesCS3A03G1158100","TraesCS3B03G1383800","TraesCS3D03G1106500",8989,"01:01:01","syntenic","triad",3,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS3A03G1171500","TraesCS3B03G1402800","TraesCS3D03G1115200",9003,"01:01:01","syntenic","triad",3,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS3A03G1172400","TraesCS3B03G1403600","TraesCS3D03G1116200",9004,"01:01:01","syntenic","triad",3,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS3A03G1174100","TraesCS3B03G1407700","TraesCS3D03G1117500",9009,"01:01:01","syntenic","triad",3,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS3A03G1179500","TraesCS3B03G1414400","TraesCS3D03G1122600",9010,"01:01:01","syntenic","triad",3,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS3A03G1179600","TraesCS3B03G1414700","TraesCS3D03G1122900",9011,"01:01:01","syntenic","triad",3,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS3A03G1183200","TraesCS3B03G1415500","TraesCS3D03G1123800",9015,"01:01:01","syntenic","triad",3,"ABD",TRUE,FALSE,TRUE,"AD",2,"Down"
"TraesCS3A03G1183300","TraesCS3B03G1415600","TraesCS3D03G1123900",9016,"01:01:01","syntenic","triad",3,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS3A03G1183900","TraesCS3B03G1415700","TraesCS3D03G1124000",9017,"01:01:01","syntenic","triad",3,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS3A03G1184200","TraesCS3B03G1415900","TraesCS3D03G1124600",9019,"01:01:01","syntenic","triad",3,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS3A03G1191900","TraesCS3B03G1434900","TraesCS3D03G1136100",9027,"01:01:01","syntenic","triad",3,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS3A03G1195600","TraesCS3B03G1437600","TraesCS3D03G1138800",9029,"01:01:01","syntenic","triad",3,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS3A03G1196100","TraesCS3B03G1438600","TraesCS3D03G1139900",9030,"01:01:01","syntenic","triad",3,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS3A03G1199400","TraesCS3B03G1442500","TraesCS3D03G1144500",9034,"01:01:01","syntenic","triad",3,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS3A03G1204800","TraesCS3B03G1448700","TraesCS3D03G1149100",9041,"01:01:01","syntenic","triad",3,"ABD",TRUE,FALSE,TRUE,"AD",2,"Down"
"TraesCS3A03G1211000","TraesCS3B03G1457200","TraesCS3D03G1154600",9052,"01:01:01","syntenic","triad",3,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS3A03G1210700","TraesCS3B03G1455900","TraesCS3D03G1154000",9055,"01:01:01","syntenic","triad",3,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS3A03G1217300","TraesCS3B03G1460700","TraesCS3D03G1160300",9063,"01:01:01","syntenic","triad",3,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS3A03G1223900","TraesCS3B03G1463600","TraesCS3D03G1162700",9070,"01:01:01","syntenic","triad",3,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS3A03G1223800","TraesCS3B03G1463700","TraesCS3D03G1162800",9071,"01:01:01","syntenic","triad",3,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS3A03G1232200","TraesCS3B03G1477700","TraesCS3D03G1167100",9075,"01:01:01","syntenic","triad",3,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS3A03G1232100","TraesCS3B03G1477500","TraesCS3D03G1167300",9076,"01:01:01","syntenic","triad",3,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS3A03G1229400","TraesCS3B03G1475300","TraesCS3D03G1168100",9079,"01:01:01","syntenic","triad",3,"ABD",FALSE,TRUE,FALSE,"B",1,"Down"
"TraesCS3A03G1228500","TraesCS3B03G1474300","TraesCS3D03G1168500",9080,"01:01:01","syntenic","triad",3,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS3A03G1228600","TraesCS3B03G1474400","TraesCS3D03G1168400",9081,"01:01:01","syntenic","triad",3,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS3A03G1238500","TraesCS3B03G1479300","TraesCS3D03G1170800",9084,"01:01:01","syntenic","triad",3,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS3A03G1238900","TraesCS3B03G1479700","TraesCS3D03G1171100",9086,"01:01:01","syntenic","triad",3,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS3A03G1239100","TraesCS3B03G1480000","TraesCS3D03G1171400",9088,"01:01:01","syntenic","triad",3,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS3A03G1241000","TraesCS3B03G1481200","TraesCS3D03G1172900",9091,"01:01:01","syntenic","triad",3,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS3A03G1242500","TraesCS3B03G1483700","TraesCS3D03G1174200",9092,"01:01:01","syntenic","triad",3,"ABD",TRUE,TRUE,TRUE,"ABD",3,"Down"
"TraesCS3A03G1243100","TraesCS3B03G1485200","TraesCS3D03G1175000",9094,"01:01:01","syntenic","triad",3,"ABD",TRUE,FALSE,TRUE,"AD",2,"Down"
"TraesCS3A03G1250400","TraesCS3B03G1493800","TraesCS3D03G1179900",9103,"01:01:01","syntenic","triad",3,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS3A03G1253000","TraesCS3B03G1498800","TraesCS3D03G1182600",9111,"01:01:01","syntenic","triad",3,"ABD",FALSE,FALSE,FALSE,"none",0,"Down"
"TraesCS3A03G1254100","TraesCS3B03G1499000","TraesCS3D03G1182700",9112,"01:01:01","syntenic","triad",3,"ABD",FALSE,TRUE,TRUE,"BD",2,"Down"
"TraesCS3A03G1256900","TraesCS3B03G1501900","TraesCS3D03G1183700",9113,"01:01:01","syntenic","triad",3,"ABD",TRUE,TRUE,TRUE,"ABD",3,"Down"
