"CS_reference" "Paragon_reference" "Category"
"TraesCS4A03G0130200" "TraesPARA_EIv1.0_1294360" "Conserved"
"TraesCS4A03G0132400" "TraesPARA_EIv1.0_1294560" "Conserved"
"TraesCS4A03G0136800" "TraesPARA_EIv1.0_1291580" "Conserved"
"TraesCS4A03G0136900" "TraesPARA_EIv1.0_1291600" "Ambiguous"
"TraesCS4A03G0143200" "TraesPARA_EIv1.0_1291870" "Ambiguous"
"TraesCS4A03G0143700" "TraesPARA_EIv1.0_1291900" "Ambiguous"
"TraesCS4A03G0146100" "TraesPARA_EIv1.0_1292140" "Conserved"
"TraesCS4A03G0146700" "TraesPARA_EIv1.0_1292180" "Conserved"
"TraesCS4A03G0152800" "TraesPARA_EIv1.0_1292620" "Conserved"
"TraesCS4A03G0159600" "TraesPARA_EIv1.0_1293200" "Conserved"
"TraesCS4A03G0169500" "TraesPARA_EIv1.0_1290650" "Ambiguous"
"TraesCS4A03G0178300" "TraesPARA_EIv1.0_1289860" "Conserved"
"TraesCS4A03G0181800" "TraesPARA_EIv1.0_1289550" "Conserved"
"TraesCS4A03G0190200" "TraesPARA_EIv1.0_1288870" "Ambiguous"
"TraesCS4A03G0527800" "TraesPARA_EIv1.0_1256770" "Conserved"
"TraesCS4A03G0541600" "TraesPARA_EIv1.0_1255610" "Ambiguous"
"TraesCS4A03G0542300" "TraesPARA_EIv1.0_1255560" "Ambiguous"
"TraesCS4A03G0545600" "TraesPARA_EIv1.0_1255260" "Conserved"
"TraesCS4A03G0555800" "TraesPARA_EIv1.0_1254330" "Conserved"
"TraesCS4A03G0627200" "TraesPARA_EIv1.0_1247650" "Ambiguous"
"TraesCS4A03G0627400" "TraesPARA_EIv1.0_1247610" "Conserved"
"TraesCS4A03G0627500" "TraesPARA_EIv1.0_1247600" "Ambiguous"
"TraesCS4A03G0673100" "TraesPARA_EIv1.0_1243450" "Conserved"
"TraesCS4A03G0685200" "TraesPARA_EIv1.0_1242260" "Ambiguous"
"TraesCS4A03G0686600" "TraesPARA_EIv1.0_1242140" "Ambiguous"
"TraesCS4A03G0700200" "TraesPARA_EIv1.0_1241080" "Ambiguous"
"TraesCS4A03G0720700" "TraesPARA_EIv1.0_1239170" "Conserved"
"TraesCS4A03G0724400" "TraesPARA_EIv1.0_1238700" "Ambiguous"
"TraesCS4A03G0729800" "TraesPARA_EIv1.0_1238160" "Conserved"
"TraesCS4A03G0738800" "TraesPARA_EIv1.0_1237220" "Conserved"
"TraesCS4A03G0740800" "TraesPARA_EIv1.0_1237010" "Ambiguous"
"TraesCS4A03G0752300" "TraesPARA_EIv1.0_1235960" "Ambiguous"
"TraesCS4A03G0757600" "TraesPARA_EIv1.0_1235390" "Conserved"
"TraesCS4A03G0760600" "TraesPARA_EIv1.0_1235010" "Conserved"
"TraesCS4A03G0765000" "TraesPARA_EIv1.0_1234210" "Ambiguous"
"TraesCS4A03G0768200" "TraesPARA_EIv1.0_1234100" "Ambiguous"
"TraesCS4A03G0769500" "TraesPARA_EIv1.0_1233790" "Conserved"
"TraesCS4A03G0828300" "TraesPARA_EIv1.0_1227220" "Ambiguous"
"TraesCS4A03G0829200" "TraesPARA_EIv1.0_1227120" "Conserved"
"TraesCS4A03G0831800" "TraesPARA_EIv1.0_1226700" "Ambiguous"
"TraesCS4A03G0873600" "TraesPARA_EIv1.0_1222160" "Ambiguous"
"TraesCS4A03G0881400" "TraesPARA_EIv1.0_1221450" "Ambiguous"
"TraesCS4A03G0906100" "TraesPARA_EIv1.0_1218980" "Conserved"
"TraesCS4A03G0922800" "TraesPARA_EIv1.0_1206750" "Conserved"
"TraesCS4A03G0969800" "TraesPARA_EIv1.0_1212320" "Ambiguous"
"TraesCS4A03G0971500" "TraesPARA_EIv1.0_1212560" "Ambiguous"
"TraesCS4A03G1012500" "TraesPARA_EIv1.0_1217140" "Conserved"
"TraesCS4A03G1046800" "TraesPARA_EIv1.0_1203430" "Ambiguous"
"TraesCS4A03G1082000" "TraesPARA_EIv1.0_1198000" "Ambiguous"
"TraesCS4A03G1098900" "TraesPARA_EIv1.0_1199540" "Conserved"
"TraesCS4A03G1102400" "TraesPARA_EIv1.0_1199880" "Ambiguous"
"TraesCS4A03G1108300" "TraesPARA_EIv1.0_1197250" "Ambiguous"
"TraesCS4A03G1133400" "TraesPARA_EIv1.0_1193890" "Ambiguous"
"TraesCS4A03G1154100" "TraesPARA_EIv1.0_1191930" "Conserved"
"TraesCS4A03G1156500" "TraesPARA_EIv1.0_1191700" "Ambiguous"
"TraesCS4A03G1157900" "TraesPARA_EIv1.0_1191340" "Ambiguous"
"TraesCS4A03G1186700" "TraesPARA_EIv1.0_1188210" "Trans only"
"TraesCS4A03G1188200" "TraesPARA_EIv1.0_1188170" "Ambiguous"
"TraesCS4A03G1188900" "TraesPARA_EIv1.0_1188120" "Conserved"
"TraesCS4A03G1189100" "TraesPARA_EIv1.0_1188110" "Conserved"
"TraesCS4A03G1189200" "TraesPARA_EIv1.0_1188100" "Ambiguous"
"TraesCS4A03G1221800" "TraesPARA_EIv1.0_1185430" "Conserved"
"TraesCS4A03G1243900" "TraesPARA_EIv1.0_1182650" "Conserved"
"TraesCS4A03G1245300" "TraesPARA_EIv1.0_1182780" "Trans only"
"TraesCS4A03G1254000" "TraesPARA_EIv1.0_1183550" "Ambiguous"
"TraesCS4A03G1254900" "TraesPARA_EIv1.0_1183600" "Conserved"
"TraesCS4A03G0488900" "TraesPARA_EIv1.0_1260490" "Conserved"
"TraesCS4A03G0489700" "TraesPARA_EIv1.0_1260400" "Conserved"
"TraesCS4A03G0490400" "TraesPARA_EIv1.0_1260330" "Ambiguous"
"TraesCS4A03G0490800" "TraesPARA_EIv1.0_1260300" "Ambiguous"
"TraesCS4A03G0500900" "TraesPARA_EIv1.0_1259330" "Conserved"
"TraesCS4A03G0502400" "TraesPARA_EIv1.0_1259180" "Conserved"
"TraesCS4A03G0503100" "TraesPARA_EIv1.0_1259130" "Conserved"
"TraesCS4A03G0507000" "TraesPARA_EIv1.0_1258710" "Conserved"
"TraesCS4B03G0028200" "TraesPARA_EIv1.0_1309730" "Conserved"
"TraesCS4B03G0029800" "TraesPARA_EIv1.0_1309810" "Conserved"
"TraesCS4B03G0256300" "TraesPARA_EIv1.0_1332520" "Conserved"
"TraesCS4B03G0264500" "TraesPARA_EIv1.0_1333440" "Ambiguous"
"TraesCS4B03G0034700" "TraesPARA_EIv1.0_1310260" "Ambiguous"
"TraesCS4B03G0038400" "TraesPARA_EIv1.0_1310680" "Conserved"
"TraesCS4B03G0302700" "TraesPARA_EIv1.0_1337350" "Conserved"
"TraesCS4B03G0062300" "TraesPARA_EIv1.0_1313340" "Conserved"
"TraesCS4B03G0422400" "TraesPARA_EIv1.0_1347820" "Conserved"
"TraesCS4B03G0093100" "TraesPARA_EIv1.0_1315920" "Conserved"
"TraesCS4B03G0107800" "TraesPARA_EIv1.0_1317390" "Ambiguous"
"TraesCS4B03G0579700" "TraesPARA_EIv1.0_1364860" "Conserved"
"TraesCS4B03G0618400" "TraesPARA_EIv1.0_1368030" "Ambiguous"
"TraesCS4B03G0627900" "TraesPARA_EIv1.0_1369100" "Conserved"
"TraesCS4B03G0647300" "TraesPARA_EIv1.0_1370880" "Conserved"
"TraesCS4B03G0689300" "TraesPARA_EIv1.0_1375130" "Ambiguous"
"TraesCS4B03G0690300" "TraesPARA_EIv1.0_1375210" "Conserved"
"TraesCS4B03G0693000" "TraesPARA_EIv1.0_1375500" "Conserved"
"TraesCS4B03G0694000" "TraesPARA_EIv1.0_1375600" "Ambiguous"
"TraesCS4B03G0694300" "TraesPARA_EIv1.0_1375630" "Conserved"
"TraesCS4B03G0699700" "TraesPARA_EIv1.0_1376230" "Conserved"
"TraesCS4B03G0700400" "TraesPARA_EIv1.0_1376280" "Ambiguous"
"TraesCS4B03G0713200" "TraesPARA_EIv1.0_1377610" "Conserved"
"TraesCS4B03G0713700" "TraesPARA_EIv1.0_1377640" "Ambiguous"
"TraesCS4B03G0715300" "TraesPARA_EIv1.0_1377840" "Ambiguous"
"TraesCS4B03G0715400" "TraesPARA_EIv1.0_1377850" "Conserved"
"TraesCS4B03G0728500" "TraesPARA_EIv1.0_1379020" "Conserved"
"TraesCS4B03G0729600" "TraesPARA_EIv1.0_1379100" "Conserved"
"TraesCS4B03G0734100" "TraesPARA_EIv1.0_1379700" "Ambiguous"
"TraesCS4B03G0785400" "TraesPARA_EIv1.0_1385080" "Conserved"
"TraesCS4B03G0787300" "TraesPARA_EIv1.0_1385270" "Conserved"
"TraesCS4B03G0792600" "TraesPARA_EIv1.0_1385780" "Ambiguous"
"TraesCS4B03G0803200" "TraesPARA_EIv1.0_1386870" "Ambiguous"
"TraesCS4B03G0818100" "TraesPARA_EIv1.0_1388150" "Ambiguous"
"TraesCS4B03G0846900" "TraesPARA_EIv1.0_1390950" "Conserved"
"TraesCS4B03G0849600" "TraesPARA_EIv1.0_1391160" "Trans only"
"TraesCS4B03G0890300" "TraesPARA_EIv1.0_1395500" "Conserved"
"TraesCS4B03G0899000" "TraesPARA_EIv1.0_1396140" "Ambiguous"
"TraesCS4B03G0918400" "TraesPARA_EIv1.0_1398120" "Ambiguous"
"TraesCS4B03G0920900" "TraesPARA_EIv1.0_1398300" "Ambiguous"
"TraesCS4B03G0923200" "TraesPARA_EIv1.0_1398530" "Ambiguous"
"TraesCS4B03G0932300" "TraesPARA_EIv1.0_1399370" "Conserved"
"TraesCS4B03G0934900" "TraesPARA_EIv1.0_1399660" "Conserved"
"TraesCS4B03G0935300" "TraesPARA_EIv1.0_1399730" "Conserved"
"TraesCS4B03G0935400" "TraesPARA_EIv1.0_1399760" "Conserved"
"TraesCS4B03G0938500" "TraesPARA_EIv1.0_1400220" "Conserved"
"TraesCS4B03G0939600" "TraesPARA_EIv1.0_1400340" "Ambiguous"
"TraesCS4B03G0939700" "TraesPARA_EIv1.0_1400350" "Ambiguous"
"TraesCS4B03G0940200" "TraesPARA_EIv1.0_1400390" "Conserved"
"TraesCS4B03G0955300" "TraesPARA_EIv1.0_1402080" "Ambiguous"
"TraesCS4B03G0955400" "TraesPARA_EIv1.0_1402090" "Conserved"
"TraesCS4B03G0956100" "TraesPARA_EIv1.0_1402170" "Ambiguous"
"TraesCS4B03G0959400" "TraesPARA_EIv1.0_1402370" "Ambiguous"
"TraesCS4B03G0959600" "TraesPARA_EIv1.0_1402390" "Ambiguous"
"TraesCS4B03G0959800" "TraesPARA_EIv1.0_1402410" "Ambiguous"
"TraesCS4B03G0963200" "TraesPARA_EIv1.0_1402830" "Conserved"
"TraesCS4B03G0963300" "TraesPARA_EIv1.0_1402840" "Conserved"
"TraesCS4B03G0971500" "TraesPARA_EIv1.0_1403800" "Conserved"
"TraesCS4B03G0972500" "TraesPARA_EIv1.0_1403900" "Conserved"
"TraesCS4B03G0977300" "TraesPARA_EIv1.0_1404500" "Cis only"
"TraesCS4B03G1011100" "TraesPARA_EIv1.0_1407690" "Conserved"
"TraesCS4B03G0556500" "TraesPARA_EIv1.0_1362270" "Conserved"
"TraesCS4B03G0566600" "TraesPARA_EIv1.0_1363370" "Conserved"
"TraesCS4D03G0298600" "TraesPARA_EIv1.0_1438070" "Conserved"
"TraesCS4D03G0059200" "TraesPARA_EIv1.0_1414570" "Ambiguous"
"TraesCS4D03G0064600" "TraesPARA_EIv1.0_1415070" "Conserved"
"TraesCS4D03G0104300" "TraesPARA_EIv1.0_1418700" "Conserved"
"TraesCS4D03G0158700" "TraesPARA_EIv1.0_1424330" "Ambiguous"
"TraesCS4D03G0164000" "TraesPARA_EIv1.0_1424930" "Conserved"
"TraesCS4D03G0028400" "TraesPARA_EIv1.0_1411670" "Conserved"
"TraesCS4D03G0200300" "TraesPARA_EIv1.0_1428560" "Conserved"
"TraesCS4D03G0226400" "TraesPARA_EIv1.0_1431330" "Ambiguous"
"TraesCS4D03G0544400" "TraesPARA_EIv1.0_1466640" "Conserved"
"TraesCS4D03G0553500" "TraesPARA_EIv1.0_1467600" "Ambiguous"
"TraesCS4D03G0576000" "TraesPARA_EIv1.0_1469760" "Ambiguous"
"TraesCS4D03G0588000" "TraesPARA_EIv1.0_1470940" "Conserved"
"TraesCS4D03G0612800" "TraesPARA_EIv1.0_1473390" "Conserved"
"TraesCS4D03G0675300" "TraesPARA_EIv1.0_1480060" "Conserved"
"TraesCS4D03G0675700" "TraesPARA_EIv1.0_1480100" "Ambiguous"
"TraesCS4D03G0678800" "TraesPARA_EIv1.0_1480280" "Ambiguous"
"TraesCS4D03G0813700" "TraesPARA_EIv1.0_1494500" "Ambiguous"
"TraesCS4D03G0418300" "TraesPARA_EIv1.0_1453190" "Conserved"
"TraesCS4D03G0439700" "TraesPARA_EIv1.0_1455500" "Conserved"
"TraesCS4D03G0396700" "TraesPARA_EIv1.0_1450190" "Ambiguous"
"TraesCS4D03G0479900" "TraesPARA_EIv1.0_1459870" "Ambiguous"
"TraesCS4D03G0496200" "TraesPARA_EIv1.0_1461510" "Ambiguous"
"TraesCS5A03G0209300" "TraesPARA_EIv1.0_1606610" "Ambiguous"
"TraesCS5A03G0209700" "TraesPARA_EIv1.0_1606530" "Conserved"
"TraesCS5A03G0211000" "TraesPARA_EIv1.0_1606380" "Conserved"
"TraesCS5A03G0213000" "TraesPARA_EIv1.0_1606120" "Conserved"
"TraesCS5A03G0031900" "TraesPARA_EIv1.0_1623520" "Ambiguous"
"TraesCS5A03G0249000" "TraesPARA_EIv1.0_1602860" "Conserved"
"TraesCS5A03G0042800" "TraesPARA_EIv1.0_1622520" "Conserved"
"TraesCS5A03G0001300" "TraesPARA_EIv1.0_1626280" "Conserved"
"TraesCS5A03G0276300" "TraesPARA_EIv1.0_1600280" "Conserved"
"TraesCS5A03G0059700" "TraesPARA_EIv1.0_1621080" "Ambiguous"
"TraesCS5A03G0299100" "TraesPARA_EIv1.0_1598050" "Ambiguous"
"TraesCS5A03G0313000" "TraesPARA_EIv1.0_1596600" "Ambiguous"
"TraesCS5A03G0344900" "TraesPARA_EIv1.0_1593950" "Conserved"
"TraesCS5A03G0073400" "TraesPARA_EIv1.0_1619680" "Ambiguous"
"TraesCS5A03G0076200" "TraesPARA_EIv1.0_1619450" "Conserved"
"TraesCS5A03G0378300" "TraesPARA_EIv1.0_1591080" "Ambiguous"
"TraesCS5A03G0378700" "TraesPARA_EIv1.0_1591040" "Conserved"
"TraesCS5A03G0077200" "TraesPARA_EIv1.0_1619320" "Conserved"
"TraesCS5A03G0389700" "TraesPARA_EIv1.0_1589890" "Conserved"
"TraesCS5A03G0418800" "TraesPARA_EIv1.0_1587310" "Ambiguous"
"TraesCS5A03G0424100" "TraesPARA_EIv1.0_1586960" "Ambiguous"
"TraesCS5A03G0432900" "TraesPARA_EIv1.0_1586080" "Ambiguous"
"TraesCS5A03G0135200" "TraesPARA_EIv1.0_1613690" "Conserved"
"TraesCS5A03G0137300" "TraesPARA_EIv1.0_1613510" "Conserved"
"TraesCS5A03G0017800" "TraesPARA_EIv1.0_1624930" "Conserved"
"TraesCS5A03G0163000" "TraesPARA_EIv1.0_1611100" "Conserved"
"TraesCS5A03G0163200" "TraesPARA_EIv1.0_1611040" "Conserved"
"TraesCS5A03G0180500" "TraesPARA_EIv1.0_1609360" "Ambiguous"
"TraesCS5A03G0182300" "TraesPARA_EIv1.0_1609110" "Ambiguous"
"TraesCS5A03G0182400" "TraesPARA_EIv1.0_1609100" "Ambiguous"
"TraesCS5A03G0183000" "TraesPARA_EIv1.0_1609080" "Ambiguous"
"TraesCS5A03G0183800" "TraesPARA_EIv1.0_1608970" "Ambiguous"
"TraesCS5A03G0191800" "TraesPARA_EIv1.0_1608170" "Conserved"
"TraesCS5A03G0197600" "TraesPARA_EIv1.0_1607750" "Ambiguous"
"TraesCS5A03G0614600" "TraesPARA_EIv1.0_1568980" "Ambiguous"
"TraesCS5A03G0650400" "TraesPARA_EIv1.0_1565580" "Conserved"
"TraesCS5A03G0653800" "TraesPARA_EIv1.0_1565300" "Conserved"
"TraesCS5A03G0655000" "TraesPARA_EIv1.0_1565190" "Conserved"
"TraesCS5A03G0659500" "TraesPARA_EIv1.0_1564840" "Ambiguous"
"TraesCS5A03G0661300" "TraesPARA_EIv1.0_1564620" "Conserved"
"TraesCS5A03G0667900" "TraesPARA_EIv1.0_1563900" "Ambiguous"
"TraesCS5A03G0712100" "TraesPARA_EIv1.0_1559920" "Ambiguous"
"TraesCS5A03G0720100" "TraesPARA_EIv1.0_1559110" "Ambiguous"
"TraesCS5A03G0722900" "TraesPARA_EIv1.0_1558820" "Conserved"
"TraesCS5A03G0725300" "TraesPARA_EIv1.0_1558640" "Conserved"
"TraesCS5A03G0726200" "TraesPARA_EIv1.0_1558510" "Conserved"
"TraesCS5A03G0728300" "TraesPARA_EIv1.0_1558240" "Conserved"
"TraesCS5A03G0730500" "TraesPARA_EIv1.0_1558030" "Ambiguous"
"TraesCS5A03G0733100" "TraesPARA_EIv1.0_1557850" "Conserved"
"TraesCS5A03G0734100" "TraesPARA_EIv1.0_1557760" "Conserved"
"TraesCS5A03G0740500" "TraesPARA_EIv1.0_1557120" "Conserved"
"TraesCS5A03G0743400" "TraesPARA_EIv1.0_1556740" "Ambiguous"
"TraesCS5A03G0764700" "TraesPARA_EIv1.0_1554670" "Ambiguous"
"TraesCS5A03G0768800" "TraesPARA_EIv1.0_1554200" "Conserved"
"TraesCS5A03G0768900" "TraesPARA_EIv1.0_1554190" "Conserved"
"TraesCS5A03G0769500" "TraesPARA_EIv1.0_1554120" "Ambiguous"
"TraesCS5A03G0771000" "TraesPARA_EIv1.0_1553900" "Ambiguous"
"TraesCS5A03G0782800" "TraesPARA_EIv1.0_1552900" "Ambiguous"
"TraesCS5A03G0792000" "TraesPARA_EIv1.0_1551970" "Ambiguous"
"TraesCS5A03G0794000" "TraesPARA_EIv1.0_1551580" "Ambiguous"
"TraesCS5A03G0800900" "TraesPARA_EIv1.0_1550920" "Conserved"
"TraesCS5A03G0801400" "TraesPARA_EIv1.0_1550880" "Conserved"
"TraesCS5A03G0801800" "TraesPARA_EIv1.0_1550840" "Ambiguous"
"TraesCS5A03G0857900" "TraesPARA_EIv1.0_1544780" "Conserved"
"TraesCS5A03G0859000" "TraesPARA_EIv1.0_1544680" "Ambiguous"
"TraesCS5A03G0859100" "TraesPARA_EIv1.0_1544670" "Conserved"
"TraesCS5A03G0864800" "TraesPARA_EIv1.0_1544060" "Ambiguous"
"TraesCS5A03G0875500" "TraesPARA_EIv1.0_1543130" "Conserved"
"TraesCS5A03G0888400" "TraesPARA_EIv1.0_1541970" "Ambiguous"
"TraesCS5A03G0890400" "TraesPARA_EIv1.0_1541780" "Conserved"
"TraesCS5A03G0890700" "TraesPARA_EIv1.0_1541760" "Ambiguous"
"TraesCS5A03G0893500" "TraesPARA_EIv1.0_1541470" "Ambiguous"
"TraesCS5A03G0895300" "TraesPARA_EIv1.0_1541300" "Conserved"
"TraesCS5A03G0905000" "TraesPARA_EIv1.0_1540180" "Ambiguous"
"TraesCS5A03G0918100" "TraesPARA_EIv1.0_1539070" "Conserved"
"TraesCS5A03G0921100" "TraesPARA_EIv1.0_1538810" "Conserved"
"TraesCS5A03G0922200" "TraesPARA_EIv1.0_1538730" "Conserved"
"TraesCS5A03G0927500" "TraesPARA_EIv1.0_1538350" "Ambiguous"
"TraesCS5A03G0929100" "TraesPARA_EIv1.0_1538210" "Ambiguous"
"TraesCS5A03G0930300" "TraesPARA_EIv1.0_1538090" "Ambiguous"
"TraesCS5A03G0931400" "TraesPARA_EIv1.0_1537950" "Ambiguous"
"TraesCS5A03G0934800" "TraesPARA_EIv1.0_1537730" "Ambiguous"
"TraesCS5A03G0935800" "TraesPARA_EIv1.0_1537630" "Conserved"
"TraesCS5A03G0948600" "TraesPARA_EIv1.0_1536310" "Ambiguous"
"TraesCS5A03G0948700" "TraesPARA_EIv1.0_1536300" "Ambiguous"
"TraesCS5A03G0952400" "TraesPARA_EIv1.0_1536000" "Conserved"
"TraesCS5A03G0956400" "TraesPARA_EIv1.0_1535630" "Conserved"
"TraesCS5A03G0957300" "TraesPARA_EIv1.0_1535570" "Conserved"
"TraesCS5A03G0958800" "TraesPARA_EIv1.0_1535370" "Conserved"
"TraesCS5A03G0958900" "TraesPARA_EIv1.0_1535360" "Ambiguous"
"TraesCS5A03G0959000" "TraesPARA_EIv1.0_1535350" "Ambiguous"
"TraesCS5A03G0967900" "TraesPARA_EIv1.0_1534530" "Conserved"
"TraesCS5A03G1003500" "TraesPARA_EIv1.0_1531460" "Ambiguous"
"TraesCS5A03G1006300" "TraesPARA_EIv1.0_1531210" "Conserved"
"TraesCS5A03G0482100" "TraesPARA_EIv1.0_1581360" "Ambiguous"
"TraesCS5A03G1011500" "TraesPARA_EIv1.0_1530710" "Ambiguous"
"TraesCS5A03G1013700" "TraesPARA_EIv1.0_1530470" "Ambiguous"
"TraesCS5A03G1014200" "TraesPARA_EIv1.0_1530450" "Conserved"
"TraesCS5A03G1022900" "TraesPARA_EIv1.0_1529680" "Ambiguous"
"TraesCS5A03G1024200" "TraesPARA_EIv1.0_1529560" "Conserved"
"TraesCS5A03G1024800" "TraesPARA_EIv1.0_1529530" "Ambiguous"
"TraesCS5A03G0484600" "TraesPARA_EIv1.0_1581180" "Ambiguous"
"TraesCS5A03G1033400" "TraesPARA_EIv1.0_1529000" "Conserved"
"TraesCS5A03G1042100" "TraesPARA_EIv1.0_1528050" "Conserved"
"TraesCS5A03G1050800" "TraesPARA_EIv1.0_1527180" "Ambiguous"
"TraesCS5A03G0487100" "TraesPARA_EIv1.0_1580960" "Conserved"
"TraesCS5A03G1156400" "TraesPARA_EIv1.0_1516890" "Conserved"
"TraesCS5A03G1157600" "TraesPARA_EIv1.0_1516780" "Ambiguous"
"TraesCS5A03G1161800" "TraesPARA_EIv1.0_1516340" "Conserved"
"TraesCS5A03G1163900" "TraesPARA_EIv1.0_1516190" "Ambiguous"
"TraesCS5A03G1166900" "TraesPARA_EIv1.0_1515930" "Conserved"
"TraesCS5A03G1169200" "TraesPARA_EIv1.0_1515760" "Ambiguous"
"TraesCS5A03G1171300" "TraesPARA_EIv1.0_1515520" "Conserved"
"TraesCS5A03G1201900" "TraesPARA_EIv1.0_1512760" "Conserved"
"TraesCS5A03G1208500" "TraesPARA_EIv1.0_1512140" "Ambiguous"
"TraesCS5A03G1224100" "TraesPARA_EIv1.0_1510550" "Conserved"
"TraesCS5A03G1230400" "TraesPARA_EIv1.0_1509970" "Ambiguous"
"TraesCS5A03G1240000" "TraesPARA_EIv1.0_1509050" "Conserved"
"TraesCS5A03G1242500" "TraesPARA_EIv1.0_1508790" "Ambiguous"
"TraesCS5A03G1243300" "TraesPARA_EIv1.0_1508690" "Ambiguous"
"TraesCS5A03G1267700" "TraesPARA_EIv1.0_1506510" "Ambiguous"
"TraesCS5A03G1275400" "TraesPARA_EIv1.0_1505780" "Conserved"
"TraesCS5A03G1276900" "TraesPARA_EIv1.0_1505620" "Conserved"
"TraesCS5A03G1298000" "TraesPARA_EIv1.0_1503040" "Conserved"
"TraesCS5A03G0506400" "TraesPARA_EIv1.0_1579150" "Ambiguous"
"TraesCS5A03G0513900" "TraesPARA_EIv1.0_1578390" "Conserved"
"TraesCS5A03G0514100" "TraesPARA_EIv1.0_1578370" "Ambiguous"
"TraesCS5A03G0518100" "TraesPARA_EIv1.0_1578090" "Ambiguous"
"TraesCS5A03G0522500" "TraesPARA_EIv1.0_1577700" "Ambiguous"
"TraesCS5A03G0524000" "TraesPARA_EIv1.0_1577560" "Conserved"
"TraesCS5A03G0526900" "TraesPARA_EIv1.0_1577190" "Conserved"
"TraesCS5A03G0531800" "TraesPARA_EIv1.0_1576870" "Ambiguous"
"TraesCS5A03G0533400" "TraesPARA_EIv1.0_1576760" "Conserved"
"TraesCS5A03G0533600" "TraesPARA_EIv1.0_1576740" "Ambiguous"
"TraesCS5A03G0536600" "TraesPARA_EIv1.0_1576440" "Conserved"
"TraesCS5A03G0457800" "TraesPARA_EIv1.0_1583670" "Conserved"
"TraesCS5A03G0546200" "TraesPARA_EIv1.0_1575470" "Ambiguous"
"TraesCS5A03G0547600" "TraesPARA_EIv1.0_1575350" "Conserved"
"TraesCS5A03G0561800" "TraesPARA_EIv1.0_1574310" "Ambiguous"
"TraesCS5A03G0569700" "TraesPARA_EIv1.0_1573530" "Conserved"
"TraesCS5A03G0571200" "TraesPARA_EIv1.0_1573380" "Ambiguous"
"TraesCS5A03G0594900" "TraesPARA_EIv1.0_1571020" "Ambiguous"
"TraesCS5A03G0597300" "TraesPARA_EIv1.0_1570770" "Ambiguous"
"TraesCS5A03G0597700" "TraesPARA_EIv1.0_1570730" "Conserved"
"TraesCS5A03G0602500" "TraesPARA_EIv1.0_1570210" "Ambiguous"
"TraesCS5B03G0229600" "TraesPARA_EIv1.0_1650410" "Ambiguous"
"TraesCS5B03G0235100" "TraesPARA_EIv1.0_1650810" "Conserved"
"TraesCS5B03G0239700" "TraesPARA_EIv1.0_1651260" "Conserved"
"TraesCS5B03G0249900" "TraesPARA_EIv1.0_1651910" "Conserved"
"TraesCS5B03G0253800" "TraesPARA_EIv1.0_1652220" "Ambiguous"
"TraesCS5B03G0254200" "TraesPARA_EIv1.0_1652310" "Ambiguous"
"TraesCS5B03G0256600" "TraesPARA_EIv1.0_1652540" "Conserved"
"TraesCS5B03G0030800" "TraesPARA_EIv1.0_1630100" "Ambiguous"
"TraesCS5B03G0269000" "TraesPARA_EIv1.0_1653880" "Conserved"
"TraesCS5B03G0274000" "TraesPARA_EIv1.0_1654410" "Conserved"
"TraesCS5B03G0293000" "TraesPARA_EIv1.0_1656260" "Ambiguous"
"TraesCS5B03G0300800" "TraesPARA_EIv1.0_1657400" "Conserved"
"TraesCS5B03G0304200" "TraesPARA_EIv1.0_1656960" "Ambiguous"
"TraesCS5B03G0309500" "TraesPARA_EIv1.0_1656410" "Ambiguous"
"TraesCS5B03G0320200" "TraesPARA_EIv1.0_1659630" "Conserved"
"TraesCS5B03G0340600" "TraesPARA_EIv1.0_1661490" "Conserved"
"TraesCS5B03G0057900" "TraesPARA_EIv1.0_1632950" "Ambiguous"
"TraesCS5B03G0059100" "TraesPARA_EIv1.0_1633090" "Conserved"
"TraesCS5B03G0361800" "TraesPARA_EIv1.0_1663520" "Conserved"
"TraesCS5B03G0363000" "TraesPARA_EIv1.0_1663570" "Ambiguous"
"TraesCS5B03G0067000" "TraesPARA_EIv1.0_1634230" "Conserved"
"TraesCS5B03G0067600" "TraesPARA_EIv1.0_1634280" "Conserved"
"TraesCS5B03G0067800" "TraesPARA_EIv1.0_1634300" "Conserved"
"TraesCS5B03G0415200" "TraesPARA_EIv1.0_1669000" "Conserved"
"TraesCS5B03G0437800" "TraesPARA_EIv1.0_1671510" "Ambiguous"
"TraesCS5B03G0442000" "TraesPARA_EIv1.0_1671950" "Conserved"
"TraesCS5B03G0442800" "TraesPARA_EIv1.0_1672000" "Conserved"
"TraesCS5B03G0447000" "TraesPARA_EIv1.0_1672430" "Conserved"
"TraesCS5B03G0448700" "TraesPARA_EIv1.0_1672590" "Conserved"
"TraesCS5B03G0449100" "TraesPARA_EIv1.0_1672630" "Conserved"
"TraesCS5B03G0450500" "TraesPARA_EIv1.0_1672710" "Conserved"
"TraesCS5B03G0451100" "TraesPARA_EIv1.0_1672780" "Conserved"
"TraesCS5B03G0455200" "TraesPARA_EIv1.0_1673250" "Ambiguous"
"TraesCS5B03G0455700" "TraesPARA_EIv1.0_1673300" "Ambiguous"
"TraesCS5B03G0458500" "TraesPARA_EIv1.0_1673600" "Conserved"
"TraesCS5B03G0461300" "TraesPARA_EIv1.0_1673930" "Conserved"
