group_id,A,B,D,cardinality,synteny,group,chrs,origin
14218,TraesCS5A02G427600,TraesCS5B02G429600,TraesCS5D02G435700,01:01:01,syntenic,triad,5,ABD
14219,TraesCS5A02G427700,TraesCS5B02G429700,TraesCS5D02G435800,01:01:01,syntenic,triad,5,ABD
14220,TraesCS5A02G427900,TraesCS5B02G429800,TraesCS5D02G435900,01:01:01,syntenic,triad,5,ABD
14221,TraesCS5A02G428000,TraesCS5B02G429900,TraesCS5D02G436000,01:01:01,syntenic,triad,5,ABD
14222,TraesCS5A02G428200,TraesCS5B02G430100,TraesCS5D02G436200,01:01:01,syntenic,triad,5,ABD
14223,TraesCS5A02G428300,TraesCS5B02G430200,TraesCS5D02G436300,01:01:01,syntenic,triad,5,ABD
14224,TraesCS5A02G428400,TraesCS5B02G430300,TraesCS5D02G436400,01:01:01,syntenic,triad,5,ABD
14225,TraesCS5A02G428800,TraesCS5B02G430800,TraesCS5D02G436900,01:01:01,syntenic,triad,5,ABD
14226,TraesCS5A02G428900,TraesCS5B02G431000,TraesCS5D02G437000,01:01:01,syntenic,triad,5,ABD
14227,TraesCS5A02G429000,TraesCS5B02G431100,TraesCS5D02G437100,01:01:01,syntenic,triad,5,ABD
14228,TraesCS5A02G429100,TraesCS5B02G431200,TraesCS5D02G437200,01:01:01,syntenic,triad,5,ABD
14229,TraesCS5A02G429400,TraesCS5B02G431400,TraesCS5D02G437400,01:01:01,syntenic,triad,5,ABD
14230,TraesCS5A02G429300,TraesCS5B02G431300,TraesCS5D02G437500,01:01:01,syntenic,triad,5,ABD
14231,TraesCS5A02G429500,TraesCS5B02G431500,TraesCS5D02G437600,01:01:01,syntenic,triad,5,ABD
14232,TraesCS5A02G429600,TraesCS5B02G431600,TraesCS5D02G437700,01:01:01,syntenic,triad,5,ABD
14233,TraesCS5A02G430700,TraesCS5B02G432600,TraesCS5D02G438300,01:01:01,syntenic,triad,5,ABD
14234,TraesCS5A02G431600,TraesCS5B02G433300,TraesCS5D02G438800,01:01:01,syntenic,triad,5,ABD
14235,TraesCS5A02G431400,TraesCS5B02G433200,TraesCS5D02G438900,01:01:01,syntenic,triad,5,ABD
14236,TraesCS5A02G431200,TraesCS5B02G433000,TraesCS5D02G439100,01:01:01,syntenic,triad,5,ABD
14237,TraesCS5A02G431100,TraesCS5B02G432900,TraesCS5D02G439200,01:01:01,syntenic,triad,5,ABD
14238,TraesCS5A02G431800,TraesCS5B02G433500,TraesCS5D02G439400,01:01:01,syntenic,triad,5,ABD
14239,TraesCS5A02G432000,TraesCS5B02G434000,TraesCS5D02G439900,01:01:01,syntenic,triad,5,ABD
14240,TraesCS5A02G432100,TraesCS5B02G434100,TraesCS5D02G440000,01:01:01,syntenic,triad,5,ABD
14241,TraesCS5A02G432200,TraesCS5B02G434300,TraesCS5D02G440200,01:01:01,syntenic,triad,5,ABD
14242,TraesCS5A02G432300,TraesCS5B02G434400,TraesCS5D02G440300,01:01:01,syntenic,triad,5,ABD
14243,TraesCS5A02G432600,TraesCS5B02G435000,TraesCS5D02G440700,01:01:01,syntenic,triad,5,ABD
14244,TraesCS5A02G432900,TraesCS5B02G435600,TraesCS5D02G441300,01:01:01,syntenic,triad,5,ABD
14245,TraesCS5A02G433400,TraesCS5B02G436600,TraesCS5D02G441600,01:01:01,syntenic,triad,5,ABD
14246,TraesCS5A02G434000,TraesCS5B02G436900,TraesCS5D02G441900,01:01:01,syntenic,triad,5,ABD
14247,TraesCS5A02G434100,TraesCS5B02G437100,TraesCS5D02G442000,01:01:01,syntenic,triad,5,ABD
14248,TraesCS5A02G434400,TraesCS5B02G437400,TraesCS5D02G442200,01:01:01,syntenic,triad,5,ABD
14249,TraesCS5A02G434500,TraesCS5B02G437500,TraesCS5D02G442300,01:01:01,syntenic,triad,5,ABD
14250,TraesCS5A02G434800,TraesCS5B02G437600,TraesCS5D02G442400,01:01:01,syntenic,triad,5,ABD
14251,TraesCS5A02G434900,TraesCS5B02G437700,TraesCS5D02G442500,01:01:01,syntenic,triad,5,ABD
14252,TraesCS5A02G435000,TraesCS5B02G437900,TraesCS5D02G442800,01:01:01,syntenic,triad,5,ABD
14253,TraesCS5A02G435300,TraesCS5B02G438500,TraesCS5D02G442900,01:01:01,syntenic,triad,5,ABD
14254,TraesCS5A02G435600,TraesCS5B02G438800,TraesCS5D02G443300,01:01:01,syntenic,triad,5,ABD
14255,TraesCS5A02G435700,TraesCS5B02G438900,TraesCS5D02G443400,01:01:01,syntenic,triad,5,ABD
14256,TraesCS5A02G435800,TraesCS5B02G439000,TraesCS5D02G443500,01:01:01,syntenic,triad,5,ABD
14257,TraesCS5A02G435900,TraesCS5B02G439100,TraesCS5D02G443600,01:01:01,syntenic,triad,5,ABD
14258,TraesCS5A02G436000,TraesCS5B02G439200,TraesCS5D02G443700,01:01:01,syntenic,triad,5,ABD
14259,TraesCS5A02G436200,TraesCS5B02G439300,TraesCS5D02G443900,01:01:01,syntenic,triad,5,ABD
14260,TraesCS6A02G368300,TraesCS3B02G523200,TraesCS5D02G444100,01:01:01,non_syntenic,triad,,ABD
14261,TraesCS5A02G437300,TraesCS5B02G439900,TraesCS5D02G444200,01:01:01,syntenic,triad,5,ABD
14262,TraesCS5A02G437600,TraesCS5B02G440400,TraesCS5D02G444800,01:01:01,syntenic,triad,5,ABD
14263,TraesCS5A02G437700,TraesCS5B02G440500,TraesCS5D02G444900,01:01:01,syntenic,triad,5,ABD
14264,TraesCS5A02G437800,TraesCS5B02G440600,TraesCS5D02G445000,01:01:01,syntenic,triad,5,ABD
14265,TraesCS5A02G437900,TraesCS5B02G440700,TraesCS5D02G445100,01:01:01,syntenic,triad,5,ABD
14266,TraesCS5A02G438000,TraesCS5B02G440800,TraesCS5D02G445200,01:01:01,syntenic,triad,5,ABD
14267,TraesCS5A02G438100,TraesCS5B02G440900,TraesCS5D02G445300,01:01:01,syntenic,triad,5,ABD
14268,TraesCS5A02G438200,TraesCS5B02G441000,TraesCS5D02G445400,01:01:01,syntenic,triad,5,ABD
14269,TraesCS5A02G438300,TraesCS5B02G441200,TraesCS5D02G445500,01:01:01,syntenic,triad,5,ABD
14270,TraesCS5A02G438800,TraesCS5B02G441600,TraesCS5D02G445900,01:01:01,syntenic,triad,5,ABD
14271,TraesCS5A02G438900,TraesCS5B02G441700,TraesCS5D02G446000,01:01:01,syntenic,triad,5,ABD
14272,TraesCS5A02G439000,TraesCS5B02G441800,TraesCS5D02G446100,01:01:01,syntenic,triad,5,ABD
14273,TraesCS5A02G439100,TraesCS5B02G442100,TraesCS5D02G446300,01:01:01,syntenic,triad,5,ABD
14274,TraesCS5A02G439200,TraesCS5B02G442200,TraesCS5D02G446400,01:01:01,syntenic,triad,5,ABD
14275,TraesCS5A02G439300,TraesCS5B02G442300,TraesCS5D02G446500,01:01:01,syntenic,triad,5,ABD
14276,TraesCS5A02G439700,TraesCS5B02G442600,TraesCS5D02G446800,01:01:01,syntenic,triad,5,ABD
14277,TraesCS5A02G439800,TraesCS5B02G442700,TraesCS5D02G446900,01:01:01,syntenic,triad,5,ABD
14278,TraesCS5A02G440100,TraesCS5B02G443900,TraesCS5D02G447300,01:01:01,syntenic,triad,5,ABD
14279,TraesCS5A02G440300,TraesCS5B02G444000,TraesCS5D02G447400,01:01:01,syntenic,triad,5,ABD
14280,TraesCS5A02G440400,TraesCS5B02G444100,TraesCS5D02G447500,01:01:01,syntenic,triad,5,ABD
14281,TraesCS5A02G440600,TraesCS5B02G444200,TraesCS5D02G447700,01:01:01,syntenic,triad,5,ABD
14282,TraesCS5A02G440800,TraesCS5B02G444500,TraesCS5D02G447800,01:01:01,syntenic,triad,5,ABD
14283,TraesCS5A02G440900,TraesCS5B02G444600,TraesCS5D02G447900,01:01:01,syntenic,triad,5,ABD
14284,TraesCS5A02G441000,TraesCS5B02G444700,TraesCS5D02G448100,01:01:01,syntenic,triad,5,ABD
14285,TraesCS5A02G441400,TraesCS5B02G445300,TraesCS5D02G448600,01:01:01,syntenic,triad,5,ABD
14286,TraesCS5A02G441500,TraesCS5B02G445400,TraesCS5D02G448700,01:01:01,syntenic,triad,5,ABD
14287,TraesCS5A02G441600,TraesCS5B02G445500,TraesCS5D02G448800,01:01:01,syntenic,triad,5,ABD
14288,TraesCS5A02G441700,TraesCS5B02G445700,TraesCS5D02G449000,01:01:01,syntenic,triad,5,ABD
14289,TraesCS5A02G441900,TraesCS5B02G445900,TraesCS5D02G449200,01:01:01,syntenic,triad,5,ABD
14290,TraesCS5A02G442000,TraesCS5B02G446000,TraesCS5D02G449300,01:01:01,syntenic,triad,5,ABD
14291,TraesCS5A02G442100,TraesCS5B02G446200,TraesCS5D02G449500,01:01:01,syntenic,triad,5,ABD
14292,TraesCS5A02G442200,TraesCS5B02G446300,TraesCS5D02G449600,01:01:01,syntenic,triad,5,ABD
14293,TraesCS5A02G442300,TraesCS5B02G446400,TraesCS5D02G449700,01:01:01,syntenic,triad,5,ABD
14294,TraesCS5A02G442400,TraesCS5B02G446500,TraesCS5D02G449800,01:01:01,syntenic,triad,5,ABD
14295,TraesCS5A02G442500,TraesCS5B02G446600,TraesCS5D02G449900,01:01:01,syntenic,triad,5,ABD
14296,TraesCS5A02G442600,TraesCS5B02G446700,TraesCS5D02G450000,01:01:01,syntenic,triad,5,ABD
14297,TraesCS5A02G442700,TraesCS5B02G447100,TraesCS5D02G450100,01:01:01,syntenic,triad,5,ABD
14298,TraesCS5A02G442800,TraesCS5B02G447300,TraesCS5D02G450200,01:01:01,syntenic,triad,5,ABD
14299,TraesCS5A02G443000,TraesCS5B02G447600,TraesCS5D02G450400,01:01:01,syntenic,triad,5,ABD
14300,TraesCS5A02G443100,TraesCS5B02G447700,TraesCS5D02G450500,01:01:01,syntenic,triad,5,ABD
14301,TraesCS5A02G443300,TraesCS5B02G447900,TraesCS5D02G450800,01:01:01,syntenic,triad,5,ABD
14302,TraesCS5A02G443400,TraesCS5B02G448000,TraesCS5D02G450900,01:01:01,syntenic,triad,5,ABD
14303,TraesCS5A02G443700,TraesCS5B02G448100,TraesCS5D02G451100,01:01:01,syntenic,triad,5,ABD
14304,TraesCS5A02G443900,TraesCS5B02G448500,TraesCS5D02G451300,01:01:01,syntenic,triad,5,ABD
14305,TraesCS5A02G444100,TraesCS5B02G448800,TraesCS5D02G451800,01:01:01,syntenic,triad,5,ABD
14306,TraesCS5A02G444200,TraesCS5B02G448900,TraesCS5D02G451900,01:01:01,syntenic,triad,5,ABD
14307,TraesCS5A02G444300,TraesCS5B02G449000,TraesCS5D02G452000,01:01:01,syntenic,triad,5,ABD
14308,TraesCS5A02G444400,TraesCS5B02G449100,TraesCS5D02G452100,01:01:01,syntenic,triad,5,ABD
14309,TraesCS5A02G444600,TraesCS5B02G449200,TraesCS5D02G452200,01:01:01,syntenic,triad,5,ABD
14310,TraesCS5A02G444700,TraesCS5B02G449300,TraesCS5D02G452300,01:01:01,syntenic,triad,5,ABD
14311,TraesCS5A02G447200,TraesCS5B02G449500,TraesCS5D02G452500,01:01:01,syntenic,triad,5,ABD
14312,TraesCS5A02G447300,TraesCS5B02G449600,TraesCS5D02G452600,01:01:01,syntenic,triad,5,ABD
14313,TraesCS5A02G447400,TraesCS5B02G449700,TraesCS5D02G452700,01:01:01,syntenic,triad,5,ABD
14314,TraesCS5A02G445400,TraesCS5B02G450000,TraesCS5D02G453000,01:01:01,syntenic,triad,5,ABD
14315,TraesCS5A02G445200,TraesCS5B02G450300,TraesCS5D02G453200,01:01:01,syntenic,triad,5,ABD
14316,TraesCS5A02G445100,TraesCS5B02G450400,TraesCS5D02G453300,01:01:01,syntenic,triad,5,ABD
14317,TraesCS5A02G444800,TraesCS5B02G450500,TraesCS5D02G453400,01:01:01,syntenic,triad,5,ABD
14318,TraesCS5A02G446900,TraesCS5B02G450600,TraesCS5D02G453500,01:01:01,syntenic,triad,5,ABD
14319,TraesCS5A02G446800,TraesCS5B02G450700,TraesCS5D02G453600,01:01:01,syntenic,triad,5,ABD
14320,TraesCS5A02G446300,TraesCS5B02G450900,TraesCS5D02G453900,01:01:01,syntenic,triad,5,ABD
14321,TraesCS5A02G446200,TraesCS5B02G451200,TraesCS5D02G454000,01:01:01,syntenic,triad,5,ABD
14322,TraesCS5A02G445900,TraesCS5B02G451500,TraesCS5D02G454300,01:01:01,syntenic,triad,5,ABD
14323,TraesCS5A02G448200,TraesCS5B02G452700,TraesCS5D02G454800,01:01:01,syntenic,triad,5,ABD
14324,TraesCS5A02G448400,TraesCS5B02G453000,TraesCS5D02G455000,01:01:01,syntenic,triad,5,ABD
14325,TraesCS5A02G448600,TraesCS5B02G453200,TraesCS5D02G455200,01:01:01,syntenic,triad,5,ABD
14326,TraesCS5A02G448900,TraesCS5B02G453600,TraesCS5D02G455400,01:01:01,syntenic,triad,5,ABD
14327,TraesCS5A02G449200,TraesCS5B02G456700,TraesCS5D02G455700,01:01:01,syntenic,triad,5,ABD
14328,TraesCS5A02G449300,TraesCS5B02G456800,TraesCS5D02G455800,01:01:01,syntenic,triad,5,ABD
14329,TraesCS5A02G449400,TraesCS5B02G457000,TraesCS5D02G455900,01:01:01,syntenic,triad,5,ABD
14330,TraesCS5A02G449500,TraesCS5B02G457100,TraesCS5D02G456000,01:01:01,syntenic,triad,5,ABD
14331,TraesCS5A02G449600,TraesCS5B02G457400,TraesCS5D02G456200,01:01:01,syntenic,triad,5,ABD
14332,TraesCS6A02G194100,TraesCS2B02G270800,TraesCS5D02G456400,01:01:01,non_syntenic,triad,,ABD
14333,TraesCS4A02G159800,TraesCS6B02G031900,TraesCS5D02G458500,01:01:01,non_syntenic,triad,,ABD
14334,TraesCS5A02G449900,TraesCS5B02G457700,TraesCS5D02G459900,01:01:01,syntenic,triad,5,ABD
14335,TraesCS5A02G450000,TraesCS5B02G457800,TraesCS5D02G460000,01:01:01,syntenic,triad,5,ABD
14336,TraesCS5A02G450300,TraesCS5B02G458500,TraesCS5D02G460100,01:01:01,syntenic,triad,5,ABD
14337,TraesCS5A02G450500,TraesCS5B02G458600,TraesCS5D02G460200,01:01:01,syntenic,triad,5,ABD
14338,TraesCS5A02G450600,TraesCS5B02G458900,TraesCS5D02G460500,01:01:01,syntenic,triad,5,ABD
14339,TraesCS5A02G450700,TraesCS5B02G459000,TraesCS5D02G460600,01:01:01,syntenic,triad,5,ABD
14340,TraesCS2A02G448900,TraesCS5B02G459100,TraesCS5D02G460700,01:01:01,non_syntenic,triad,,ABD
14341,TraesCS5A02G450800,TraesCS5B02G459200,TraesCS5D02G460800,01:01:01,syntenic,triad,5,ABD
14342,TraesCS5A02G450900,TraesCS5B02G459300,TraesCS5D02G460900,01:01:01,syntenic,triad,5,ABD
14343,TraesCS5A02G451000,TraesCS5B02G459500,TraesCS5D02G461200,01:01:01,syntenic,triad,5,ABD
14344,TraesCS5A02G451100,TraesCS5B02G459900,TraesCS5D02G461300,01:01:01,syntenic,triad,5,ABD
14345,TraesCS5A02G451200,TraesCS5B02G460000,TraesCS5D02G461400,01:01:01,syntenic,triad,5,ABD
14346,TraesCS5A02G451300,TraesCS5B02G460100,TraesCS5D02G461500,01:01:01,syntenic,triad,5,ABD
14347,TraesCS5A02G451400,TraesCS5B02G460200,TraesCS5D02G461600,01:01:01,syntenic,triad,5,ABD
14348,TraesCS5A02G451500,TraesCS5B02G460300,TraesCS5D02G461700,01:01:01,syntenic,triad,5,ABD
14349,TraesCS5A02G451800,TraesCS5B02G460500,TraesCS5D02G461900,01:01:01,syntenic,triad,5,ABD
14350,TraesCS5A02G451900,TraesCS5B02G460600,TraesCS5D02G462100,01:01:01,syntenic,triad,5,ABD
14351,TraesCS5A02G452000,TraesCS5B02G460700,TraesCS5D02G462200,01:01:01,syntenic,triad,5,ABD
14352,TraesCS5A02G191100,TraesCS5B02G460800,TraesCS5D02G462300,01:01:01,syntenic,triad,5,ABD
14353,TraesCS5A02G452200,TraesCS5B02G460900,TraesCS5D02G462400,01:01:01,syntenic,triad,5,ABD
14354,TraesCS5A02G452400,TraesCS5B02G461300,TraesCS5D02G462800,01:01:01,syntenic,triad,5,ABD
14355,TraesCS5A02G452500,TraesCS5B02G461400,TraesCS5D02G462900,01:01:01,syntenic,triad,5,ABD
14356,TraesCS5A02G452600,TraesCS5B02G461500,TraesCS5D02G463000,01:01:01,syntenic,triad,5,ABD
14357,TraesCS5A02G452700,TraesCS5B02G461600,TraesCS5D02G463100,01:01:01,syntenic,triad,5,ABD
14358,TraesCS5A02G452800,TraesCS5B02G461800,TraesCS5D02G463200,01:01:01,syntenic,triad,5,ABD
14359,TraesCS7A02G184200,TraesCS5B02G461900,TraesCS5D02G463700,01:01:01,non_syntenic,triad,,ABD
14360,TraesCS5A02G453000,TraesCS5B02G462000,TraesCS5D02G463800,01:01:01,syntenic,triad,5,ABD
14361,TraesCS5A02G453100,TraesCS5B02G462100,TraesCS5D02G463900,01:01:01,syntenic,triad,5,ABD
14362,TraesCS5A02G453200,TraesCS5B02G462200,TraesCS5D02G464000,01:01:01,syntenic,triad,5,ABD
14363,TraesCS5A02G453700,TraesCS5B02G462500,TraesCS5D02G464200,01:01:01,syntenic,triad,5,ABD
14364,TraesCS5A02G453900,TraesCS5B02G462600,TraesCS5D02G464500,01:01:01,syntenic,triad,5,ABD
14365,TraesCS5A02G454400,TraesCS5B02G463100,TraesCS5D02G464900,01:01:01,syntenic,triad,5,ABD
14366,TraesCS5A02G454600,TraesCS5B02G464500,TraesCS5D02G465100,01:01:01,syntenic,triad,5,ABD
14367,TraesCS5A02G454700,TraesCS5B02G464300,TraesCS5D02G465200,01:01:01,syntenic,triad,5,ABD
14368,TraesCS5A02G455000,TraesCS5B02G464000,TraesCS5D02G465400,01:01:01,syntenic,triad,5,ABD
14369,TraesCS5A02G455100,TraesCS5B02G463900,TraesCS5D02G465500,01:01:01,syntenic,triad,5,ABD
14370,TraesCS5A02G455300,TraesCS5B02G463800,TraesCS5D02G465600,01:01:01,syntenic,triad,5,ABD
14371,TraesCS5A02G455400,TraesCS5B02G463700,TraesCS5D02G466000,01:01:01,syntenic,triad,5,ABD
14372,TraesCS5A02G455500,TraesCS5B02G463600,TraesCS5D02G466100,01:01:01,syntenic,triad,5,ABD
14373,TraesCS5A02G455600,TraesCS5B02G463200,TraesCS5D02G466200,01:01:01,syntenic,triad,5,ABD
14374,TraesCS5A02G455800,TraesCS5B02G464800,TraesCS5D02G466600,01:01:01,syntenic,triad,5,ABD
14375,TraesCS5A02G456000,TraesCS5B02G465000,TraesCS5D02G466800,01:01:01,syntenic,triad,5,ABD
14376,TraesCS5A02G456100,TraesCS5B02G465100,TraesCS5D02G466900,01:01:01,syntenic,triad,5,ABD
14377,TraesCS5A02G456200,TraesCS5B02G465200,TraesCS5D02G467000,01:01:01,syntenic,triad,5,ABD
14378,TraesCS5A02G456300,TraesCS5B02G465300,TraesCS5D02G467100,01:01:01,syntenic,triad,5,ABD
14379,TraesCS5A02G456400,TraesCS5B02G465400,TraesCS5D02G467200,01:01:01,syntenic,triad,5,ABD
14380,TraesCS5A02G456600,TraesCS5B02G465700,TraesCS5D02G467400,01:01:01,syntenic,triad,5,ABD
14381,TraesCS5A02G456700,TraesCS5B02G465800,TraesCS5D02G467500,01:01:01,syntenic,triad,5,ABD
14382,TraesCS5A02G456900,TraesCS5B02G466000,TraesCS5D02G467700,01:01:01,syntenic,triad,5,ABD
14383,TraesCS5A02G457200,TraesCS5B02G466200,TraesCS5D02G468000,01:01:01,syntenic,triad,5,ABD
14384,TraesCS5A02G457300,TraesCS5B02G466400,TraesCS5D02G468100,01:01:01,syntenic,triad,5,ABD
14385,TraesCS5A02G457400,TraesCS5B02G466600,TraesCS5D02G468300,01:01:01,syntenic,triad,5,ABD
14386,TraesCS5A02G457500,TraesCS5B02G466700,TraesCS5D02G468400,01:01:01,syntenic,triad,5,ABD
14387,TraesCS5A02G457700,TraesCS5B02G466800,TraesCS5D02G468600,01:01:01,syntenic,triad,5,ABD
14388,TraesCS5A02G457900,TraesCS5B02G466900,TraesCS5D02G468700,01:01:01,syntenic,triad,5,ABD
14389,TraesCS5A02G458100,TraesCS5B02G467000,TraesCS5D02G468800,01:01:01,syntenic,triad,5,ABD
14390,TraesCS5A02G458600,TraesCS5B02G468100,TraesCS5D02G469700,01:01:01,syntenic,triad,5,ABD
14391,TraesCS5A02G458800,TraesCS5B02G468200,TraesCS5D02G469900,01:01:01,syntenic,triad,5,ABD
14392,TraesCS5A02G458900,TraesCS5B02G468500,TraesCS5D02G470000,01:01:01,syntenic,triad,5,ABD
14393,TraesCS5A02G459100,TraesCS5B02G468900,TraesCS5D02G470200,01:01:01,syntenic,triad,5,ABD
14394,TraesCS5A02G459200,TraesCS5B02G468800,TraesCS5D02G470300,01:01:01,syntenic,triad,5,ABD
14395,TraesCS5A02G459400,TraesCS5B02G469200,TraesCS5D02G470400,01:01:01,syntenic,triad,5,ABD
14396,TraesCS5A02G459500,TraesCS5B02G469300,TraesCS5D02G470600,01:01:01,syntenic,triad,5,ABD
14397,TraesCS5A02G459700,TraesCS5B02G469400,TraesCS5D02G470800,01:01:01,syntenic,triad,5,ABD
14398,TraesCS5A02G459900,TraesCS5B02G469500,TraesCS5D02G471000,01:01:01,syntenic,triad,5,ABD
14399,TraesCS5A02G460000,TraesCS5B02G469600,TraesCS5D02G471100,01:01:01,syntenic,triad,5,ABD
14400,TraesCS5A02G460200,TraesCS5B02G469800,TraesCS5D02G471300,01:01:01,syntenic,triad,5,ABD
14401,TraesCS5A02G460300,TraesCS5B02G470100,TraesCS5D02G472000,01:01:01,syntenic,triad,5,ABD
14402,TraesCS5A02G460400,TraesCS5B02G470200,TraesCS5D02G472100,01:01:01,syntenic,triad,5,ABD
14403,TraesCS5A02G460500,TraesCS5B02G470300,TraesCS5D02G472200,01:01:01,syntenic,triad,5,ABD
14404,TraesCS5A02G460600,TraesCS5B02G470400,TraesCS5D02G472300,01:01:01,syntenic,triad,5,ABD
14405,TraesCS5A02G460700,TraesCS5B02G470500,TraesCS5D02G472400,01:01:01,syntenic,triad,5,ABD
14406,TraesCS5A02G460800,TraesCS5B02G470600,TraesCS5D02G473000,01:01:01,syntenic,triad,5,ABD
14407,TraesCS5A02G460900,TraesCS5B02G470700,TraesCS5D02G473100,01:01:01,syntenic,triad,5,ABD
14408,TraesCS5A02G461100,TraesCS5B02G471000,TraesCS5D02G473500,01:01:01,syntenic,triad,5,ABD
14409,TraesCS5A02G461200,TraesCS5B02G471300,TraesCS5D02G473800,01:01:01,syntenic,triad,5,ABD
14410,TraesCS5A02G461300,TraesCS5B02G471500,TraesCS5D02G474000,01:01:01,syntenic,triad,5,ABD
14411,TraesCS5A02G461400,TraesCS5B02G471600,TraesCS5D02G474100,01:01:01,syntenic,triad,5,ABD
14412,TraesCS5A02G461500,TraesCS5B02G471700,TraesCS5D02G474200,01:01:01,syntenic,triad,5,ABD
14413,TraesCS5A02G462100,TraesCS5B02G473100,TraesCS5D02G474800,01:01:01,syntenic,triad,5,ABD
14414,TraesCS5A02G462800,TraesCS2B02G442100,TraesCS5D02G475400,01:01:01,non_syntenic,triad,,ABD
14415,TraesCS5A02G462900,TraesCS5B02G474300,TraesCS5D02G475700,01:01:01,syntenic,triad,5,ABD
14416,TraesCS5A02G463100,TraesCS5B02G474500,TraesCS5D02G475900,01:01:01,syntenic,triad,5,ABD
14417,TraesCS5A02G463400,TraesCS5B02G474600,TraesCS5D02G476200,01:01:01,syntenic,triad,5,ABD
14418,TraesCS5A02G463600,TraesCS5B02G475100,TraesCS5D02G476300,01:01:01,syntenic,triad,5,ABD
14419,TraesCS5A02G463700,TraesCS5B02G475200,TraesCS5D02G476400,01:01:01,syntenic,triad,5,ABD
14420,TraesCS5A02G463800,TraesCS5B02G475300,TraesCS5D02G476500,01:01:01,syntenic,triad,5,ABD
14421,TraesCS5A02G464300,TraesCS5B02G476100,TraesCS5D02G477000,01:01:01,syntenic,triad,5,ABD
14422,TraesCS5A02G464900,TraesCS5B02G476700,TraesCS5D02G477500,01:01:01,syntenic,triad,5,ABD
14423,TraesCS5A02G465000,TraesCS5B02G476800,TraesCS5D02G477600,01:01:01,syntenic,triad,5,ABD
14424,TraesCS5A02G465100,TraesCS5B02G476900,TraesCS5D02G477700,01:01:01,syntenic,triad,5,ABD
14425,TraesCS5A02G465200,TraesCS5B02G477000,TraesCS5D02G477800,01:01:01,syntenic,triad,5,ABD
14426,TraesCS5A02G465400,TraesCS5B02G477200,TraesCS5D02G478200,01:01:01,syntenic,triad,5,ABD
14427,TraesCS5A02G466100,TraesCS5B02G477800,TraesCS5D02G478900,01:01:01,syntenic,triad,5,ABD
14428,TraesCS5A02G466200,TraesCS5B02G477900,TraesCS5D02G479000,01:01:01,syntenic,triad,5,ABD
14429,TraesCS5A02G466300,TraesCS5B02G478000,TraesCS5D02G479100,01:01:01,syntenic,triad,5,ABD
14430,TraesCS5A02G466600,TraesCS5B02G478400,TraesCS5D02G479500,01:01:01,syntenic,triad,5,ABD
14431,TraesCS5A02G466700,TraesCS5B02G478500,TraesCS5D02G479600,01:01:01,syntenic,triad,5,ABD
14432,TraesCS5A02G466800,TraesCS5B02G478600,TraesCS5D02G479700,01:01:01,syntenic,triad,5,ABD
14433,TraesCS5A02G466900,TraesCS5B02G478700,TraesCS5D02G479800,01:01:01,syntenic,triad,5,ABD
14434,TraesCS5A02G467000,TraesCS5B02G478800,TraesCS5D02G479900,01:01:01,syntenic,triad,5,ABD
14435,TraesCS5A02G467100,TraesCS5B02G478900,TraesCS5D02G480000,01:01:01,syntenic,triad,5,ABD
14436,TraesCS5A02G467200,TraesCS5B02G479000,TraesCS5D02G480100,01:01:01,syntenic,triad,5,ABD
14437,TraesCS5A02G467400,TraesCS5B02G479100,TraesCS5D02G480200,01:01:01,syntenic,triad,5,ABD
14438,TraesCS5A02G467500,TraesCS5B02G479200,TraesCS5D02G480300,01:01:01,syntenic,triad,5,ABD
14439,TraesCS5A02G467600,TraesCS5B02G479900,TraesCS5D02G480600,01:01:01,syntenic,triad,5,ABD
14440,TraesCS5A02G467700,TraesCS5B02G480100,TraesCS5D02G480800,01:01:01,syntenic,triad,5,ABD
14441,TraesCS5A02G467800,TraesCS5B02G480300,TraesCS5D02G481000,01:01:01,syntenic,triad,5,ABD
14442,TraesCS5A02G468000,TraesCS5B02G480700,TraesCS5D02G481100,01:01:01,syntenic,triad,5,ABD
14443,TraesCS5A02G468300,TraesCS5B02G480900,TraesCS5D02G481200,01:01:01,syntenic,triad,5,ABD
14444,TraesCS5A02G468400,TraesCS5B02G481000,TraesCS5D02G481300,01:01:01,syntenic,triad,5,ABD
14445,TraesCS5A02G468600,TraesCS5B02G481100,TraesCS5D02G481500,01:01:01,syntenic,triad,5,ABD
14446,TraesCS5A02G468700,TraesCS5B02G481200,TraesCS5D02G481600,01:01:01,syntenic,triad,5,ABD
14447,TraesCS5A02G468800,TraesCS5B02G481300,TraesCS5D02G481700,01:01:01,syntenic,triad,5,ABD
14448,TraesCS5A02G468900,TraesCS5B02G481500,TraesCS5D02G481800,01:01:01,syntenic,triad,5,ABD
14449,TraesCS5A02G469100,TraesCS5B02G481600,TraesCS5D02G481900,01:01:01,syntenic,triad,5,ABD
14450,TraesCS5A02G469200,TraesCS5B02G481700,TraesCS5D02G482000,01:01:01,syntenic,triad,5,ABD
14451,TraesCS5A02G469400,TraesCS5B02G481900,TraesCS5D02G482200,01:01:01,syntenic,triad,5,ABD
14452,TraesCS5A02G469600,TraesCS5B02G482100,TraesCS5D02G482400,01:01:01,syntenic,triad,5,ABD
14453,TraesCS5A02G469800,TraesCS5B02G482400,TraesCS5D02G482800,01:01:01,syntenic,triad,5,ABD
