CS11.A	CS11.B	CS11.D
TraesCS5A02G194900.2	TraesCS5B02G190300.1	TraesCS5D02G198100.1
TraesCS5A02G195000.2	TraesCS5B02G190400.1	TraesCS5D02G198200.1
TraesCS5A02G195500.1	TraesCS5B02G187900.1	TraesCS5D02G195500.1
TraesCS5A02G195600.1	TraesCS5B02G187800.1	TraesCS5D02G195400.1
TraesCS5A02G195700.1	TraesCS5B02G187700.1	TraesCS5D02G195300.1
TraesCS5A02G195900.2	TraesCS5B02G187500.1	TraesCS5D02G195100.1
TraesCS5A02G196400.1	TraesCS5B02G187200.1	TraesCS5D02G194700.1
TraesCS5A02G197700.1	TraesCS5B02G186000.1	TraesCS5D02G193200.1
TraesCS5A02G197800.2	TraesCS5B02G185900.1	TraesCS5D02G193100.1
TraesCS5A02G198100.2	TraesCS5B02G185500.4	TraesCS5D02G192400.2
TraesCS5A02G198200.1	TraesCS5B02G196900.1	TraesCS5D02G204100.1
TraesCS5A02G198400.1	TraesCS5B02G197100.1	TraesCS5D02G204300.1
TraesCS5A02G198700.1	TraesCS5B02G197300.2	TraesCS5D02G204600.1
TraesCS5A02G199200.1	TraesCS5B02G197600.1	TraesCS5D02G204900.1
TraesCS5A02G199400.1	TraesCS5B02G197800.1	TraesCS5D02G205100.1
TraesCS5A02G199700.1	TraesCS5B02G198000.2	TraesCS5D02G205300.1
TraesCS5A02G199800.1	TraesCS5B02G198100.1	TraesCS5D02G205400.1
TraesCS5A02G199900.1	TraesCS5B02G198200.2	TraesCS5D02G205500.1
TraesCS5A02G200000.1	TraesCS5B02G198300.1	TraesCS5D02G205600.1
TraesCS5A02G200500.2	TraesCS5B02G199100.1	TraesCS5D02G206200.1
TraesCS5A02G200600.1	TraesCS5B02G199200.1	TraesCS5D02G206300.1
TraesCS5A02G200700.1	TraesCS5B02G199300.1	TraesCS5D02G206400.1
TraesCS5A02G200800.1	TraesCS5B02G199400.1	TraesCS5D02G206500.1
TraesCS5A02G200900.1	TraesCS5B02G199500.1	TraesCS5D02G206600.1
TraesCS5A02G201500.1	TraesCS5B02G200200.1	TraesCS5D02G207800.1
TraesCS5A02G201800.1	TraesCS5B02G200400.2	TraesCS5D02G208100.1
TraesCS5A02G201900.1	TraesCS5B02G200500.1	TraesCS5D02G208200.1
TraesCS5A02G202000.1	TraesCS5B02G200600.1	TraesCS5D02G208300.2
TraesCS5A02G202100.1	TraesCS5B02G200700.1	TraesCS5D02G208400.1
TraesCS5A02G202200.2	TraesCS5B02G200800.2	TraesCS5D02G208600.1
TraesCS5A02G202500.1	TraesCS5B02G201000.1	TraesCS5D02G208800.1
TraesCS5A02G202600.1	TraesCS5B02G201100.1	TraesCS5D02G208900.1
TraesCS5A02G202700.1	TraesCS5B02G201200.1	TraesCS5D02G209100.1
TraesCS5A02G202900.1	TraesCS5B02G201400.1	TraesCS5D02G209300.2
TraesCS5A02G203000.1	TraesCS5B02G201700.2	TraesCS5D02G209400.2
TraesCS5A02G203200.1	TraesCS5B02G201900.1	TraesCS5D02G209600.1
TraesCS5A02G203300.1	TraesCS5B02G202000.1	TraesCS5D02G209700.1
TraesCS5A02G203400.1	TraesCS5B02G202100.1	TraesCS5D02G209900.2
TraesCS5A02G203500.1	TraesCS5B02G202200.1	TraesCS5D02G210000.1
TraesCS5A02G203700.1	TraesCS5B02G202400.1	TraesCS5D02G210200.1
TraesCS5A02G203800.1	TraesCS5B02G202500.1	TraesCS5D02G210400.1
TraesCS5A02G204200.1	TraesCS5B02G204000.1	TraesCS5D02G211900.1
TraesCS5A02G204400.1	TraesCS5B02G203800.1	TraesCS5D02G211700.1
TraesCS5A02G204600.1	TraesCS5B02G203700.1	TraesCS5D02G211500.1
TraesCS5A02G204700.1	TraesCS5B02G203600.1	TraesCS5D02G211400.1
TraesCS5A02G204900.1	TraesCS5B02G203400.2	TraesCS5D02G211200.2
TraesCS5A02G205100.1	TraesCS5B02G203200.1	TraesCS5D02G211000.1
TraesCS5A02G205200.1	TraesCS5B02G203100.1	TraesCS5D02G210900.1
TraesCS5A02G206000.1	TraesCS5B02G204500.1	TraesCS5D02G212300.1
TraesCS5A02G206700.1	TraesCS5B02G204900.1	TraesCS5D02G212900.1
TraesCS5A02G206800.1	TraesCS5B02G205200.2	TraesCS5D02G213000.1
TraesCS5A02G206900.1	TraesCS5B02G205300.1	TraesCS5D02G213100.1
TraesCS5A02G207100.1	TraesCS5B02G205500.1	TraesCS5D02G213300.2
TraesCS5A02G207400.1	TraesCS5B02G205700.1	TraesCS5D02G213500.1
TraesCS5A02G207500.1	TraesCS5B02G205800.1	TraesCS5D02G213600.1
TraesCS5A02G207600.1	TraesCS5B02G205900.1	TraesCS5D02G213700.1
TraesCS5A02G208100.1	TraesCS5B02G206100.1	TraesCS5D02G214100.1
TraesCS5A02G208800.1	TraesCS5B02G207100.1	TraesCS5D02G215100.1
TraesCS5A02G208900.2	TraesCS5B02G207200.1	TraesCS5D02G215200.2
TraesCS5A02G209100.1	TraesCS5B02G207300.2	TraesCS5D02G215300.3
TraesCS5A02G209500.1	TraesCS5B02G207600.1	TraesCS5D02G215700.1
TraesCS5A02G209600.1	TraesCS5B02G207700.1	TraesCS5D02G215800.1
TraesCS5A02G209800.1	TraesCS5B02G207900.1	TraesCS5D02G216100.1
TraesCS5A02G210000.1	TraesCS5B02G208000.1	TraesCS5D02G216200.1
TraesCS5A02G210100.1	TraesCS5B02G208100.1	TraesCS5D02G216300.1
TraesCS5A02G211300.1	TraesCS5B02G212500.1	TraesCS5D02G222500.1
TraesCS5A02G211700.1	TraesCS5B02G212200.1	TraesCS5D02G222200.1
TraesCS5A02G211800.1	TraesCS5B02G212100.1	TraesCS5D02G222100.1
TraesCS5A02G211900.1	TraesCS5B02G212000.1	TraesCS5D02G222000.1
TraesCS5A02G212500.1	TraesCS5B02G211200.1	TraesCS5D02G219500.1
TraesCS5A02G212600.1	TraesCS5B02G211100.1	TraesCS5D02G219400.2
TraesCS5A02G212800.1	TraesCS5B02G211000.1	TraesCS5D02G219300.2
TraesCS5A02G212900.1	TraesCS5B02G210900.1	TraesCS5D02G219200.1
TraesCS5A02G213100.1	TraesCS5B02G210700.1	TraesCS5D02G218900.1
TraesCS5A02G213200.1	TraesCS5B02G210600.1	TraesCS5D02G218800.1
TraesCS5A02G213300.1	TraesCS5B02G210500.1	TraesCS5D02G218700.1
TraesCS5A02G213400.1	TraesCS5B02G210400.1	TraesCS5D02G218600.1
TraesCS5A02G213600.1	TraesCS5B02G210100.1	TraesCS5D02G218400.1
TraesCS5A02G213700.1	TraesCS5B02G210000.1	TraesCS5D02G218300.1
TraesCS5A02G213800.2	TraesCS5B02G209900.1	TraesCS5D02G218200.1
TraesCS5A02G214000.1	TraesCS5B02G209700.1	TraesCS5D02G218000.1
TraesCS5A02G214200.1	TraesCS5B02G209500.1	TraesCS5D02G217700.1
TraesCS5A02G214900.1	TraesCS5B02G208900.1	TraesCS5D02G217100.1
TraesCS5A02G215200.1	TraesCS5B02G208600.1	TraesCS5D02G216800.1
TraesCS5A02G215500.1	TraesCS5B02G214000.1	TraesCS5D02G223300.1
TraesCS5A02G215900.1	TraesCS5B02G214400.1	TraesCS5D02G223700.1
TraesCS5A02G216100.1	TraesCS5B02G214600.2	TraesCS5D02G224100.2
TraesCS5A02G216200.1	TraesCS5B02G214700.1	TraesCS5D02G224200.1
TraesCS5A02G216500.1	TraesCS5B02G215400.1	TraesCS5D02G224600.1
TraesCS5A02G216700.1	TraesCS5B02G215600.1	TraesCS5D02G224800.1
TraesCS5A02G216900.1	TraesCS5B02G215800.1	TraesCS5D02G225000.1
TraesCS5A02G217000.1	TraesCS5B02G215900.1	TraesCS5D02G225100.1
TraesCS5A02G217300.1	TraesCS5B02G216200.1	TraesCS5D02G225300.1
TraesCS5A02G217600.1	TraesCS5B02G216600.1	TraesCS5D02G225619.1
TraesCS5A02G217900.1	TraesCS5B02G216900.1	TraesCS5D02G225800.1
TraesCS5A02G218000.1	TraesCS5B02G217200.1	TraesCS5D02G226100.1
TraesCS5A02G218200.1	TraesCS5B02G217400.1	TraesCS5D02G226300.1
TraesCS5A02G218300.1	TraesCS5B02G217500.1	TraesCS5D02G226400.1
TraesCS5A02G219900.1	TraesCS5B02G218800.1	TraesCS5D02G227900.1
TraesCS5A02G220000.1	TraesCS5B02G219100.1	TraesCS5D02G228100.1
TraesCS5A02G220100.1	TraesCS5B02G219300.1	TraesCS5D02G228200.1
TraesCS5A02G220200.1	TraesCS5B02G219400.1	TraesCS5D02G228300.2
TraesCS5A02G220400.3	TraesCS5B02G219500.1	TraesCS5D02G228400.1
TraesCS5A02G220500.2	TraesCS5B02G219600.1	TraesCS5D02G228500.1
TraesCS5A02G220600.1	TraesCS5B02G219700.1	TraesCS5D02G228600.1
TraesCS5A02G221000.2	TraesCS5B02G219800.1	TraesCS5D02G228700.1
TraesCS5A02G221100.1	TraesCS5B02G219900.1	TraesCS5D02G228800.1
TraesCS5A02G221200.1	TraesCS5B02G220000.1	TraesCS5D02G228900.1
TraesCS5A02G221400.1	TraesCS5B02G220200.1	TraesCS5D02G229200.1
TraesCS5A02G221600.1	TraesCS5B02G220400.2	TraesCS5D02G229400.1
TraesCS5A02G221800.1	TraesCS5B02G220600.1	TraesCS5D02G229600.1
TraesCS5A02G221900.1	TraesCS5B02G220700.1	TraesCS5D02G229700.1
TraesCS5A02G222000.2	TraesCS5B02G220800.1	TraesCS5D02G229800.1
TraesCS5A02G222100.1	TraesCS5B02G220900.1	TraesCS5D02G229900.1
TraesCS5A02G222400.1	TraesCS5B02G221400.2	TraesCS5D02G230200.2
TraesCS5A02G222700.1	TraesCS5B02G221700.1	TraesCS5D02G230500.1
TraesCS5A02G222900.1	TraesCS5B02G222000.1	TraesCS5D02G230700.1
TraesCS5A02G223100.1	TraesCS5B02G222200.1	TraesCS5D02G230800.1
TraesCS5A02G223500.1	TraesCS5B02G222500.1	TraesCS5D02G231100.1
TraesCS5A02G223700.1	TraesCS5B02G222600.2	TraesCS5D02G231200.2
TraesCS5A02G225100.3	TraesCS5B02G223700.2	TraesCS5D02G232400.1
TraesCS5A02G225200.1	TraesCS5B02G223800.1	TraesCS5D02G232500.1
TraesCS5A02G225300.1	TraesCS5B02G223900.1	TraesCS5D02G232600.1
TraesCS5A02G225600.1	TraesCS5B02G224100.1	TraesCS5D02G232900.1
TraesCS5A02G225700.1	TraesCS5B02G224200.1	TraesCS5D02G233000.1
TraesCS5A02G226100.1	TraesCS5B02G224600.1	TraesCS5D02G233300.1
TraesCS5A02G226200.1	TraesCS5B02G224700.3	TraesCS5D02G233400.1
TraesCS5A02G226400.1	TraesCS5B02G224900.1	TraesCS5D02G233700.1
TraesCS5A02G226500.1	TraesCS5B02G225100.1	TraesCS5D02G233900.1
TraesCS5A02G226600.2	TraesCS5B02G225200.2	TraesCS5D02G234000.1
TraesCS5A02G226700.1	TraesCS5B02G225300.1	TraesCS5D02G234100.1
TraesCS5A02G226800.1	TraesCS5B02G225400.1	TraesCS5D02G234200.1
TraesCS5A02G226900.1	TraesCS5B02G225500.1	TraesCS5D02G234300.1
TraesCS5A02G227000.1	TraesCS5B02G225600.1	TraesCS5D02G234400.1
TraesCS5A02G227400.1	TraesCS5B02G226100.1	TraesCS5D02G234800.1
TraesCS5A02G227500.2	TraesCS5B02G226300.1	TraesCS5D02G234900.1
TraesCS5A02G227700.2	TraesCS5B02G226500.2	TraesCS5D02G235200.2
TraesCS5A02G227900.1	TraesCS5B02G226700.1	TraesCS5D02G239700.1
TraesCS5A02G228000.1	TraesCS5B02G226800.1	TraesCS5D02G239600.1
TraesCS5A02G228500.1	TraesCS5B02G227300.1	TraesCS5D02G239100.1
TraesCS5A02G228600.1	TraesCS5B02G227400.1	TraesCS5D02G239000.1
TraesCS5A02G228800.1	TraesCS5B02G227500.1	TraesCS5D02G238900.1
TraesCS5A02G228900.1	TraesCS5B02G227600.1	TraesCS5D02G238800.1
TraesCS5A02G229000.1	TraesCS5B02G227700.1	TraesCS5D02G238700.1
TraesCS5A02G229200.1	TraesCS5B02G227800.1	TraesCS5D02G238400.2
TraesCS5A02G229300.1	TraesCS5B02G227900.1	TraesCS5D02G238300.1
TraesCS5A02G229400.1	TraesCS5B02G228100.1	TraesCS5D02G238100.1
TraesCS5A02G229500.2	TraesCS5B02G228300.1	TraesCS5D02G238000.2
TraesCS5A02G229600.1	TraesCS5B02G228400.1	TraesCS5D02G237900.1
TraesCS5A02G230100.1	TraesCS5B02G228700.1	TraesCS5D02G237700.1
TraesCS5A02G230200.1	TraesCS5B02G228800.1	TraesCS5D02G237600.2
TraesCS5A02G230400.1	TraesCS5B02G228900.1	TraesCS5D02G237400.1
TraesCS5A02G230500.1	TraesCS5B02G229000.1	TraesCS5D02G237300.1
TraesCS5A02G231500.1	TraesCS5B02G229800.1	TraesCS5D02G236500.1
TraesCS5A02G231600.1	TraesCS5B02G229900.1	TraesCS5D02G236400.1
TraesCS5A02G231800.1	TraesCS5B02G230100.1	TraesCS5D02G236100.1
TraesCS5A02G232000.1	TraesCS5B02G230300.1	TraesCS5D02G236000.1
TraesCS5A02G232800.1	TraesCS5B02G231100.1	TraesCS5D02G235400.2
TraesCS5A02G233000.1	TraesCS5B02G231500.1	TraesCS5D02G239900.1
TraesCS5A02G233100.1	TraesCS5B02G231600.1	TraesCS5D02G240000.1
TraesCS5A02G233300.1	TraesCS5B02G231800.1	TraesCS5D02G240200.1
TraesCS5A02G233400.3	TraesCS5B02G231900.1	TraesCS5D02G240300.1
TraesCS5A02G233500.3	TraesCS5B02G232000.1	TraesCS5D02G240400.1
TraesCS5A02G233700.1	TraesCS5B02G232200.1	TraesCS5D02G240600.1
TraesCS5A02G233800.1	TraesCS5B02G232300.1	TraesCS5D02G240700.1
TraesCS5A02G233900.1	TraesCS5B02G232400.1	TraesCS5D02G240800.1
TraesCS5A02G234100.1	TraesCS5B02G232500.1	TraesCS5D02G240900.1
TraesCS5A02G234400.1	TraesCS5B02G232900.1	TraesCS5D02G241200.1
TraesCS5A02G234500.1	TraesCS5B02G233000.1	TraesCS5D02G241400.1
TraesCS5A02G234700.1	TraesCS5B02G233200.1	TraesCS5D02G241600.1
TraesCS5A02G234800.1	TraesCS5B02G233300.1	TraesCS5D02G241700.1
TraesCS5A02G235000.1	TraesCS5B02G233400.1	TraesCS5D02G242000.1
TraesCS5A02G235300.4	TraesCS5B02G233700.1	TraesCS5D02G242400.1
TraesCS5A02G235400.1	TraesCS5B02G233800.1	TraesCS5D02G242500.1
TraesCS5A02G235500.1	TraesCS5B02G233900.1	TraesCS5D02G242600.1
TraesCS5A02G235600.1	TraesCS5B02G234000.1	TraesCS5D02G242700.2
TraesCS5A02G235700.1	TraesCS5B02G234100.1	TraesCS5D02G242800.1
TraesCS5A02G235800.1	TraesCS5B02G234200.1	TraesCS5D02G242900.1
TraesCS5A02G236100.1	TraesCS5B02G234400.1	TraesCS5D02G243100.1
TraesCS5A02G236300.1	TraesCS5B02G234600.1	TraesCS5D02G243300.1
TraesCS5A02G236400.1	TraesCS5B02G234700.1	TraesCS5D02G243400.1
TraesCS5A02G236500.1	TraesCS5B02G235000.1	TraesCS5D02G243500.1
TraesCS5A02G236700.1	TraesCS5B02G236300.1	TraesCS5D02G243700.1
TraesCS5A02G237100.1	TraesCS5B02G235700.1	TraesCS5D02G244600.1
TraesCS5A02G237200.2	TraesCS5B02G235600.2	TraesCS5D02G244500.1
TraesCS5A02G237300.2	TraesCS5B02G235500.1	TraesCS5D02G244300.2
TraesCS5A02G237600.1	TraesCS5B02G236100.1	TraesCS5D02G243900.1
TraesCS5A02G237700.1	TraesCS5B02G236200.1	TraesCS5D02G243800.1
TraesCS5A02G237900.1	TraesCS5B02G236400.1	TraesCS5D02G244800.1
TraesCS5A02G238000.1	TraesCS5B02G236500.1	TraesCS5D02G244900.1
TraesCS5A02G238100.1	TraesCS5B02G236600.1	TraesCS5D02G245000.1
TraesCS5A02G238200.1	TraesCS5B02G236700.1	TraesCS5D02G245100.1
TraesCS5A02G238400.1	TraesCS5B02G236900.1	TraesCS5D02G245300.1
TraesCS5A02G238500.1	TraesCS5B02G237000.1	TraesCS5D02G245400.1
TraesCS5A02G238600.1	TraesCS5B02G237100.1	TraesCS5D02G245500.1
TraesCS5A02G238800.1	TraesCS5B02G237400.1	TraesCS5D02G245800.1
TraesCS5A02G238900.1	TraesCS5B02G237500.1	TraesCS5D02G246000.1
TraesCS5A02G239100.1	TraesCS5B02G237700.1	TraesCS5D02G246200.1
TraesCS5A02G239200.1	TraesCS5B02G237800.1	TraesCS5D02G246300.1
TraesCS5A02G239900.1	TraesCS5B02G241500.1	TraesCS5D02G250200.1
TraesCS5A02G240400.1	TraesCS5B02G238500.1	TraesCS5D02G247000.2
TraesCS5A02G240600.1	TraesCS5B02G238600.1	TraesCS5D02G247100.1
TraesCS5A02G240900.1	TraesCS5B02G239000.1	TraesCS5D02G247400.1
TraesCS5A02G241000.1	TraesCS5B02G239100.1	TraesCS5D02G247500.1
TraesCS5A02G241200.1	TraesCS5B02G239300.1	TraesCS5D02G247700.1
TraesCS5A02G241700.1	TraesCS5B02G239700.1	TraesCS5D02G248100.1
TraesCS5A02G241800.1	TraesCS5B02G239800.1	TraesCS5D02G248300.1
TraesCS5A02G241900.1	TraesCS5B02G240600.1	TraesCS5D02G249100.1
TraesCS5A02G242000.1	TraesCS5B02G240500.1	TraesCS5D02G249000.1
TraesCS5A02G242100.1	TraesCS5B02G240400.1	TraesCS5D02G248900.1
TraesCS5A02G242200.1	TraesCS5B02G240300.1	TraesCS5D02G248800.1
TraesCS5A02G242300.1	TraesCS5B02G240200.1	TraesCS5D02G248700.1
TraesCS5A02G242400.1	TraesCS5B02G240100.1	TraesCS5D02G248600.1
TraesCS5A02G242700.1	TraesCS5B02G240900.1	TraesCS5D02G249200.1
TraesCS5A02G242800.1	TraesCS5B02G240800.1	TraesCS5D02G249400.1
TraesCS5A02G242900.1	TraesCS5B02G240700.1	TraesCS5D02G249500.1
TraesCS5A02G243000.1	TraesCS5B02G241000.1	TraesCS5D02G249600.1
TraesCS5A02G243200.1	TraesCS5B02G241100.2	TraesCS5D02G249800.1
TraesCS5A02G243300.1	TraesCS5B02G241200.1	TraesCS5D02G249900.1
TraesCS5A02G243500.1	TraesCS5B02G241400.1	TraesCS5D02G250100.1
TraesCS5A02G243800.1	TraesCS5B02G241800.2	TraesCS5D02G250500.1
TraesCS5A02G244000.1	TraesCS5B02G242000.1	TraesCS5D02G250700.1
TraesCS5A02G244700.1	TraesCS5B02G242400.1	TraesCS5D02G251300.1
TraesCS5A02G245000.1	TraesCS5B02G242600.2	TraesCS5D02G251700.1
TraesCS5A02G245200.3	TraesCS5B02G242700.2	TraesCS5D02G251800.3
TraesCS5A02G245300.1	TraesCS5B02G242800.1	TraesCS5D02G251900.1
TraesCS5A02G245600.1	TraesCS5B02G243000.1	TraesCS5D02G252300.1
TraesCS5A02G245700.2	TraesCS5B02G243100.2	TraesCS5D02G252400.3
TraesCS5A02G245800.1	TraesCS5B02G243200.1	TraesCS5D02G252500.1
TraesCS5A02G246300.1	TraesCS5B02G243600.1	TraesCS5D02G252800.1
TraesCS5A02G246700.1	TraesCS5B02G243700.1	TraesCS5D02G252900.1
TraesCS5A02G246900.1	TraesCS5B02G244000.1	TraesCS5D02G253400.1
TraesCS5A02G247100.1	TraesCS5B02G244200.1	TraesCS5D02G253600.1
TraesCS5A02G247200.1	TraesCS5B02G244300.1	TraesCS5D02G253700.1
TraesCS5A02G247300.3	TraesCS5B02G244400.1	TraesCS5D02G253800.1
TraesCS5A02G247400.2	TraesCS5B02G244500.1	TraesCS5D02G253900.1
TraesCS5A02G247600.1	TraesCS5B02G244800.1	TraesCS5D02G254100.1
TraesCS5A02G247700.1	TraesCS5B02G244900.1	TraesCS5D02G254200.2
TraesCS5A02G247800.1	TraesCS5B02G245100.1	TraesCS5D02G254300.1
TraesCS5A02G248200.1	TraesCS5B02G245900.1	TraesCS5D02G255100.1
TraesCS5A02G248400.1	TraesCS5B02G246100.1	TraesCS5D02G255400.1
TraesCS5A02G248500.1	TraesCS5B02G246200.1	TraesCS5D02G255500.1
TraesCS5A02G248600.1	TraesCS5B02G246300.1	TraesCS5D02G255700.1
TraesCS5A02G248700.1	TraesCS5B02G246400.1	TraesCS5D02G255800.1
TraesCS5A02G248900.1	TraesCS5B02G246600.1	TraesCS5D02G256100.1
TraesCS5A02G249100.1	TraesCS5B02G246800.3	TraesCS5D02G256300.2
TraesCS5A02G249200.1	TraesCS5B02G246900.1	TraesCS5D02G256400.1
TraesCS5A02G249700.1	TraesCS5B02G247600.1	TraesCS5D02G256900.1
TraesCS5A02G250200.1	TraesCS5B02G248200.1	TraesCS5D02G257800.1
TraesCS5A02G250400.1	TraesCS5B02G248400.1	TraesCS5D02G258000.1
TraesCS5A02G250500.1	TraesCS5B02G248500.1	TraesCS5D02G258200.2
TraesCS5A02G250600.1	TraesCS5B02G248600.1	TraesCS5D02G258300.1
TraesCS5A02G250900.1	TraesCS5B02G248900.1	TraesCS5D02G258600.1
TraesCS5A02G251000.1	TraesCS5B02G249000.2	TraesCS5D02G258900.2
TraesCS5A02G251100.2	TraesCS5B02G249200.1	TraesCS5D02G259000.1
TraesCS5A02G251200.1	TraesCS5B02G249300.2	TraesCS5D02G259100.1
TraesCS5A02G252200.1	TraesCS5B02G251000.1	TraesCS5D02G259800.1
TraesCS5A02G252700.1	TraesCS5B02G251400.1	TraesCS5D02G260300.1
TraesCS5A02G253000.1	TraesCS5B02G251800.1	TraesCS5D02G260700.1
TraesCS5A02G253500.1	TraesCS5B02G252500.1	TraesCS5D02G261300.1
TraesCS5A02G253800.1	TraesCS5B02G252700.1	TraesCS5D02G261400.1
TraesCS5A02G254500.1	TraesCS5B02G253600.1	TraesCS5D02G262300.1
TraesCS5A02G254600.1	TraesCS5B02G253700.1	TraesCS5D02G262400.1
TraesCS5A02G255600.1	TraesCS5B02G254800.1	TraesCS5D02G263600.1
TraesCS5A02G255900.1	TraesCS5B02G255200.1	TraesCS5D02G264000.1
TraesCS5A02G256000.1	TraesCS5B02G255300.1	TraesCS5D02G264100.1
TraesCS5A02G256300.1	TraesCS5B02G255500.2	TraesCS5D02G264500.1
TraesCS5A02G256400.1	TraesCS5B02G255700.1	TraesCS5D02G264700.1
TraesCS5A02G256500.1	TraesCS5B02G255900.1	TraesCS5D02G265000.1
TraesCS5A02G256600.1	TraesCS5B02G256000.1	TraesCS5D02G265100.1
TraesCS5A02G256700.1	TraesCS5B02G256200.1	TraesCS5D02G265300.1
TraesCS5A02G256800.1	TraesCS5B02G256300.1	TraesCS5D02G265400.1
TraesCS5A02G256900.1	TraesCS5B02G256400.1	TraesCS5D02G265500.1
TraesCS5A02G257000.1	TraesCS5B02G256500.1	TraesCS5D02G265600.1
TraesCS5A02G257100.1	TraesCS5B02G256600.1	TraesCS5D02G265700.1
TraesCS5A02G257700.1	TraesCS5B02G257000.1	TraesCS5D02G266000.1
TraesCS5A02G258100.1	TraesCS5B02G257300.1	TraesCS5D02G266300.1
TraesCS5A02G258200.1	TraesCS5B02G257400.1	TraesCS5D02G266400.1
TraesCS5A02G258700.1	TraesCS5B02G257600.1	TraesCS5D02G266600.1
TraesCS5A02G258900.1	TraesCS5B02G257700.1	TraesCS5D02G266700.1
TraesCS5A02G259200.2	TraesCS5B02G257900.2	TraesCS5D02G267000.2
TraesCS5A02G259400.2	TraesCS5B02G258200.1	TraesCS5D02G267300.1
TraesCS5A02G260700.1	TraesCS5B02G259100.2	TraesCS5D02G268200.1
TraesCS5A02G260900.1	TraesCS5B02G259300.1	TraesCS5D02G268400.1
TraesCS5A02G261000.1	TraesCS5B02G259400.1	TraesCS5D02G268500.1
TraesCS5A02G261300.1	TraesCS5B02G259600.1	TraesCS5D02G268700.1
TraesCS5A02G261900.1	TraesCS5B02G260000.2	TraesCS5D02G269200.1
TraesCS5A02G262000.1	TraesCS5B02G260100.1	TraesCS5D02G269300.1
TraesCS5A02G262100.1	TraesCS5B02G260200.1	TraesCS5D02G269400.1
TraesCS5A02G262400.1	TraesCS5B02G260800.1	TraesCS5D02G270000.1
TraesCS5A02G262700.1	TraesCS5B02G261100.1	TraesCS5D02G270300.1
TraesCS5A02G263200.1	TraesCS5B02G262400.1	TraesCS5D02G270700.1
TraesCS5A02G263300.1	TraesCS5B02G261900.1	TraesCS5D02G270800.1
TraesCS5A02G263400.1	TraesCS5B02G262700.1	TraesCS5D02G271000.1
TraesCS5A02G263600.1	TraesCS5B02G263000.1	TraesCS5D02G271200.1
TraesCS5A02G264000.2	TraesCS5B02G263200.1	TraesCS5D02G271600.1
TraesCS5A02G264300.1	TraesCS5B02G263600.1	TraesCS5D02G271800.1
TraesCS5A02G264500.1	TraesCS5B02G263800.2	TraesCS5D02G272100.1
TraesCS5A02G264600.1	TraesCS5B02G264100.2	TraesCS5D02G272600.1
TraesCS5A02G264800.1	TraesCS5B02G264300.1	TraesCS5D02G272800.1
TraesCS5A02G265000.1	TraesCS5B02G264600.1	TraesCS5D02G273000.1
TraesCS5A02G264900.1	TraesCS5B02G264500.1	TraesCS5D02G272900.1
TraesCS5A02G265200.2	TraesCS5B02G264800.2	TraesCS5D02G273100.1
TraesCS5A02G265400.1	TraesCS5B02G265100.1	TraesCS5D02G273300.1
TraesCS5A02G265500.1	TraesCS5B02G265200.1	TraesCS5D02G273400.1
TraesCS5A02G265600.1	TraesCS5B02G265300.1	TraesCS5D02G273500.1
TraesCS5A02G265800.1	TraesCS5B02G265500.1	TraesCS5D02G273700.1
TraesCS5A02G265900.2	TraesCS5B02G265600.2	TraesCS5D02G273900.2
TraesCS5A02G266000.1	TraesCS5B02G265700.1	TraesCS5D02G274000.1
TraesCS5A02G266400.1	TraesCS5B02G266000.1	TraesCS5D02G274200.1
TraesCS5A02G266600.2	TraesCS5B02G266200.1	TraesCS5D02G274400.1
TraesCS5A02G268100.1	TraesCS5B02G267900.1	TraesCS5D02G276100.1
TraesCS5A02G268200.1	TraesCS5B02G268000.1	TraesCS5D02G276200.1
TraesCS5A02G268300.1	TraesCS5B02G268300.1	TraesCS5D02G276300.1
TraesCS5A02G268600.1	TraesCS5B02G268600.1	TraesCS5D02G276400.2
TraesCS5A02G268900.1	TraesCS5B02G268900.1	TraesCS5D02G276700.1
TraesCS5A02G269200.1	TraesCS5B02G269500.1	TraesCS5D02G277400.1
TraesCS5A02G269300.1	TraesCS5B02G269600.1	TraesCS5D02G277500.1
TraesCS5A02G269600.1	TraesCS5B02G270100.1	TraesCS5D02G277700.1
TraesCS5A02G269800.1	TraesCS5B02G270200.1	TraesCS5D02G277900.1
TraesCS5A02G270100.1	TraesCS5B02G270600.1	TraesCS5D02G278200.1
TraesCS5A02G270700.1	TraesCS5B02G271200.1	TraesCS5D02G278500.1
TraesCS5A02G271100.1	TraesCS5B02G271400.3	TraesCS5D02G278700.1
TraesCS5A02G271200.1	TraesCS5B02G271500.1	TraesCS5D02G278800.1
TraesCS5A02G272400.1	TraesCS5B02G272600.1	TraesCS5D02G280400.1
TraesCS5A02G273200.1	TraesCS5B02G272900.1	TraesCS5D02G280700.1
TraesCS5A02G273800.2	TraesCS5B02G273300.1	TraesCS5D02G281100.1
TraesCS5A02G274100.1	TraesCS5B02G273500.1	TraesCS5D02G281200.1
TraesCS5A02G274200.1	TraesCS5B02G273700.1	TraesCS5D02G281300.1
TraesCS5A02G274600.1	TraesCS5B02G274300.1	TraesCS5D02G282200.1
TraesCS5A02G274800.2	TraesCS5B02G274500.3	TraesCS5D02G282400.1
TraesCS5A02G275000.1	TraesCS5B02G274800.2	TraesCS5D02G282600.1
