OG0013276	TraesPARA_EIv1.0_0073630.3	TraesCS1A03G0301200.1
OG0024696	TraesPARA_EIv1.0_2632200.1	TraesCS7D03G1206800.1
OG0024697	TraesPARA_EIv1.0_1861610.1	TraesCS5D03G0960700.1
OG0024698	TraesPARA_EIv1.0_1813420.1	TraesCS5D03G0489600.1
OG0024699	TraesPARA_EIv1.0_1143520.1	TraesCS3D03G0858400.1
OG0024700	TraesPARA_EIv1.0_1489630.1	TraesCS4D03G0769800.1
OG0024701	TraesPARA_EIv1.0_1814140.1	TraesCS5D03G0493900.1
OG0024702	TraesPARA_EIv1.0_2204760.1	TraesCS6D03G0154300.1
OG0024703	TraesPARA_EIv1.0_1416940.1	TraesCS4D03G0085800.1
OG0024704	TraesPARA_EIv1.0_2220590.1	TraesCS6D03G0051000.1
OG0024705	TraesPARA_EIv1.0_2141040.1	TraesCS6D03G0734200.1
OG0024706	TraesPARA_EIv1.0_1785260.1	TraesCS5D03G0234200.1
OG0024707	TraesPARA_EIv1.0_0701620.1	TraesCS2D03G0702600.1
OG0024708	TraesPARA_EIv1.0_2598910.1	TraesCS7D03G0897400.1
OG0024709	TraesPARA_EIv1.0_1814670.1	TraesCS5D03G0498500.1
OG0024710	TraesPARA_EIv1.0_1474230.1	TraesCS4D03G0620300.1
OG0024711	TraesPARA_EIv1.0_1856370.1	TraesCS5D03G0911600.1
OG0024712	TraesPARA_EIv1.0_0296250.1	TraesCS1D03G0704000.1
OG0024713	TraesPARA_EIv1.0_1808430.1	TraesCS5D03G0443900.1
OG0024714	TraesPARA_EIv1.0_1074120.1	TraesCS3D03G0221600.1
OG0024715	TraesPARA_EIv1.0_2557760.1	TraesCS7D03G0516200.1
OG0024716	TraesPARA_EIv1.0_1865850.1	TraesCS5D03G0998700.1
OG0024718	TraesPARA_EIv1.0_2541180.1	TraesCS7D03G0362500.1
OG0024719	TraesPARA_EIv1.0_0717730.1	TraesCS2D03G0861200.1
OG0024720	TraesPARA_EIv1.0_1766650.1	TraesCS5D03G0057600.1
OG0024721	TraesPARA_EIv1.0_1796710.1	TraesCS5D03G0335900.1
OG0024722	TraesPARA_EIv1.0_2528940.1	TraesCS7D03G0244900.1
OG0024723	TraesPARA_EIv1.0_0634500.1	TraesCS2D03G0087500.1
OG0024724	TraesPARA_EIv1.0_0747780.1	TraesCS2D03G1135600.1
OG0024725	TraesPARA_EIv1.0_0304980.1	TraesCS1D03G0794700.1
OG0024726	TraesPARA_EIv1.0_1851040.1	TraesCS5D03G0858900.1
OG0024727	TraesPARA_EIv1.0_1127890.1	TraesCS3D03G0703700.1
OG0024728	TraesPARA_EIv1.0_2633350.1	TraesCS7D03G1218900.1
OG0024729	TraesPARA_EIv1.0_1424470.1	TraesCS4D03G0161100.1
OG0024731	TraesPARA_EIv1.0_1841690.1	TraesCS5D03G0759800.1
OG0024732	TraesPARA_EIv1.0_2587560.1	TraesCS7D03G0785500.1
OG0024733	TraesPARA_EIv1.0_2509500.1	TraesCS7D03G0065700.1
OG0024734	TraesPARA_EIv1.0_1088530.1	TraesCS3D03G0362300.1
OG0024735	TraesPARA_EIv1.0_0265300.1	TraesCS1D03G0387100.1
OG0024737	TraesPARA_EIv1.0_2193010.1	TraesCS6D03G0251400.1
OG0024738	TraesPARA_EIv1.0_1845160.1	TraesCS5D03G0800200.1
OG0024739	TraesPARA_EIv1.0_2126650.1	TraesCS6D03G0877800.1
OG0024740	TraesPARA_EIv1.0_1158440.1	TraesCS3D03G1001300.1
OG0024741	TraesPARA_EIv1.0_1122140.1	TraesCS3D03G0650500.1
OG0024742	TraesPARA_EIv1.0_0299930.1	TraesCS1D03G0741100.1
OG0024743	TraesPARA_EIv1.0_0760290.1	TraesCS2D03G1256700.1
OG0024744	TraesPARA_EIv1.0_0232700.1	TraesCS1D03G0076100.1
OG0024745	TraesPARA_EIv1.0_0286560.1	TraesCS1D03G0604600.1
OG0024746	TraesPARA_EIv1.0_1848280.1	TraesCS5D03G0829800.1
OG0024747	TraesPARA_EIv1.0_2626520.1	TraesCS7D03G1155600.1
OG0024748	TraesPARA_EIv1.0_1168520.2	TraesCS3D03G1093700.1
OG0024749	TraesPARA_EIv1.0_1168520.1	TraesCS3D03G1093700.2
OG0024750	TraesPARA_EIv1.0_0649520.1	TraesCS2D03G0221400.1
OG0024751	TraesPARA_EIv1.0_1864050.1	TraesCS5D03G0983500.1
OG0024752	TraesPARA_EIv1.0_2149090.1	TraesCS6D03G0657600.1
OG0024754	TraesPARA_EIv1.0_0666900.1	TraesCS2D03G0390800.2
OG0024755	TraesPARA_EIv1.0_1427750.1	TraesCS4D03G0192800.1
OG0024756	TraesPARA_EIv1.0_1093580.1	TraesCS3D03G0407900.1
OG0024757	TraesPARA_EIv1.0_1871850.1	TraesCS5D03G1069200.1
OG0024758	TraesPARA_EIv1.0_2614670.1	TraesCS7D03G1049000.1
OG0024759	TraesPARA_EIv1.0_1815550.1	TraesCS5D03G0506700.1
OG0024760	TraesPARA_EIv1.0_2190940.1	TraesCS6D03G0272500.1
OG0024761	TraesPARA_EIv1.0_1855020.1	TraesCS5D03G0898800.1
OG0024762	TraesPARA_EIv1.0_0294460.1	TraesCS1D03G0686900.1
OG0024763	TraesPARA_EIv1.0_2182240.1	TraesCS6D03G0355400.1
OG0024764	TraesPARA_EIv1.0_1862460.1	TraesCS5D03G0966900.1
OG0024765	TraesPARA_EIv1.0_0709820.2	TraesCS2D03G0780900.2
OG0024766	TraesPARA_EIv1.0_1158270.1	TraesCS3D03G1000300.1
OG0024767	TraesPARA_EIv1.0_1494450.1	TraesCS4D03G0813200.1
OG0024768	TraesPARA_EIv1.0_0306290.1	TraesCS1D03G0807500.1
OG0024769	TraesPARA_EIv1.0_2538180.2	TraesCS7D03G0337000.3
OG0024770	TraesPARA_EIv1.0_1110650.1	TraesCS3D03G0552500.1
OG0024771	TraesPARA_EIv1.0_0689770.1	TraesCS2D03G0594100.1
OG0024772	TraesPARA_EIv1.0_1800570.1	TraesCS5D03G0370900.1
OG0024773	TraesPARA_EIv1.0_1111570.1	TraesCS3D03G0559200.1
OG0024774	TraesPARA_EIv1.0_1826040.1	TraesCS5D03G0613800.1
OG0024776	TraesPARA_EIv1.0_0762240.1	TraesCS2D03G1274600.1
OG0024777	TraesPARA_EIv1.0_1168570.1	TraesCS3D03G1094000.1
OG0024778	TraesPARA_EIv1.0_1825530.1	TraesCS5D03G0608800.1
OG0024780	TraesPARA_EIv1.0_2535720.6	TraesCS7D03G0314300.1
OG0024781	TraesPARA_EIv1.0_1452490.1	TraesCS4D03G0413000.1
OG0024782	TraesPARA_EIv1.0_1483140.1	TraesCS4D03G0705700.1
OG0024783	TraesPARA_EIv1.0_2563170.1	TraesCS7D03G0569000.1
OG0024784	TraesPARA_EIv1.0_2126250.1	TraesCS6D03G0881800.1
OG0024785	TraesPARA_EIv1.0_0246840.1	TraesCS1D03G0210300.1
OG0024786	TraesPARA_EIv1.0_0645340.2	TraesCS2D03G0186500.1
OG0024788	TraesPARA_EIv1.0_1104250.1	TraesCS3D03G0494500.1
OG0024789	TraesPARA_EIv1.0_1117990.2	TraesCS3D03G0611500.2
OG0024790	TraesPARA_EIv1.0_2605170.1	TraesCS7D03G0955400.1
OG0024791	TraesPARA_EIv1.0_1786690.1	TraesCS5D03G0248000.1
OG0024792	TraesPARA_EIv1.0_1163180.1	TraesCS3D03G1041400.2
OG0024793	TraesPARA_EIv1.0_2133630.1	TraesCS6D03G0805600.1
OG0024794	TraesPARA_EIv1.0_0692670.8	TraesCS2D03G0620500.1
OG0024795	TraesPARA_EIv1.0_1107930.1	TraesCS3D03G0529000.1
OG0024796	TraesPARA_EIv1.0_2594480.1	TraesCS7D03G0852800.1
OG0024797	TraesPARA_EIv1.0_0633870.1	TraesCS2D03G0082800.1
OG0024798	TraesPARA_EIv1.0_2218420.1	TraesCS6D03G0068700.1
OG0024799	TraesPARA_EIv1.0_1090660.1	TraesCS3D03G0383300.1
OG0024800	TraesPARA_EIv1.0_1429550.1	TraesCS4D03G0209700.1
OG0024801	TraesPARA_EIv1.0_0635460.1	TraesCS2D03G0095500.1
OG0024802	TraesPARA_EIv1.0_1087620.1	TraesCS3D03G0353200.1
OG0024803	TraesPARA_EIv1.0_0276260.1	TraesCS1D03G0507700.1
OG0024804	TraesPARA_EIv1.0_2609980.1	TraesCS7D03G1002700.1
OG0024805	TraesPARA_EIv1.0_1855230.1	TraesCS5D03G0901200.1
OG0024806	TraesPARA_EIv1.0_1876780.1	TraesCS5D03G1117600.1
OG0024807	TraesPARA_EIv1.0_0285100.1	TraesCS1D03G0590400.1
OG0024808	TraesPARA_EIv1.0_1466750.1	TraesCS4D03G0545000.1
OG0024809	TraesPARA_EIv1.0_2556870.1	TraesCS7D03G0507300.1
OG0024811	TraesPARA_EIv1.0_2146880.1	TraesCS6D03G0678500.1
OG0024812	TraesPARA_EIv1.0_0670860.1	TraesCS2D03G0428000.1
OG0024813	TraesPARA_EIv1.0_1131230.1	TraesCS3D03G0737800.1
OG0024814	TraesPARA_EIv1.0_2139460.1	TraesCS6D03G0751400.1
OG0024815	TraesPARA_EIv1.0_0297210.1	TraesCS1D03G0715700.1
OG0024816	TraesPARA_EIv1.0_0750160.1	TraesCS2D03G1159500.1
OG0024817	TraesPARA_EIv1.0_2148610.1	TraesCS6D03G0662400.1
OG0024818	TraesPARA_EIv1.0_1456290.1	TraesCS4D03G0447700.1
OG0024819	TraesPARA_EIv1.0_1875840.1	TraesCS5D03G1109600.1
OG0024821	TraesPARA_EIv1.0_2554250.1	TraesCS7D03G0482100.1
OG0024822	TraesPARA_EIv1.0_0678140.1	TraesCS2D03G0497200.1
OG0024823	TraesPARA_EIv1.0_1107060.1	TraesCS3D03G0519500.1
OG0024824	TraesPARA_EIv1.0_0290300.1	TraesCS1D03G0642600.1
OG0024826	TraesPARA_EIv1.0_1090310.1	TraesCS3D03G0379600.1
OG0024827	TraesPARA_EIv1.0_1827710.1	TraesCS5D03G0629800.1
OG0024828	TraesPARA_EIv1.0_1491180.1	TraesCS4D03G0784100.1
OG0024829	TraesPARA_EIv1.0_1766420.1	TraesCS5D03G0055100.1
OG0024830	TraesPARA_EIv1.0_1432470.1	TraesCS4D03G0237300.1
OG0024832	TraesPARA_EIv1.0_1168850.1	TraesCS3D03G1096800.1
OG0024833	TraesPARA_EIv1.0_1488940.1	TraesCS4D03G0764100.1
OG0024834	TraesPARA_EIv1.0_0265310.9	TraesCS1D03G0387200.7
OG0024835	TraesPARA_EIv1.0_1091660.1	TraesCS3D03G0391000.1
OG0024836	TraesPARA_EIv1.0_2623350.2	TraesCS7D03G1127700.1
OG0024837	TraesPARA_EIv1.0_2623350.1	TraesCS7D03G1127700.2
OG0024838	TraesPARA_EIv1.0_2563050.3	TraesCS7D03G0568100.6
OG0024839	TraesPARA_EIv1.0_2563050.4	TraesCS7D03G0568100.7
OG0024840	TraesPARA_EIv1.0_2563050.2	TraesCS7D03G0568100.2
OG0024841	TraesPARA_EIv1.0_1851150.1	TraesCS5D03G0860100.1
OG0024842	TraesPARA_EIv1.0_0632140.1	TraesCS2D03G0070600.1
OG0024843	TraesPARA_EIv1.0_1490640.1	TraesCS4D03G0779400.1
OG0024844	TraesPARA_EIv1.0_2197110.1	TraesCS6D03G0212000.1
OG0024845	TraesPARA_EIv1.0_1806120.1	TraesCS5D03G0423700.1
OG0024846	TraesPARA_EIv1.0_2189750.1	TraesCS6D03G0283500.1
OG0024847	TraesPARA_EIv1.0_1057460.1	TraesCS3D03G0063400.1
OG0024848	TraesPARA_EIv1.0_0235250.1	TraesCS1D03G0094500.1
OG0024849	TraesPARA_EIv1.0_1168610.1	TraesCS3D03G1094400.1
OG0024850	TraesPARA_EIv1.0_2156110.1	TraesCS6D03G0590600.1
OG0024851	TraesPARA_EIv1.0_1153590.2	TraesCS3D03G0960300.2
OG0024852	TraesPARA_EIv1.0_1153590.1	TraesCS3D03G0960300.1
OG0024853	TraesPARA_EIv1.0_1480970.1	TraesCS4D03G0686100.1
OG0024854	TraesPARA_EIv1.0_2504890.1	TraesCS7D03G0020000.1
OG0024855	TraesPARA_EIv1.0_2581550.1	TraesCS7D03G0734900.1
OG0024856	TraesPARA_EIv1.0_1461220.1	TraesCS4D03G0492400.1
OG0024858	TraesPARA_EIv1.0_1153110.1	TraesCS3D03G0954800.1
OG0024859	TraesPARA_EIv1.0_1855950.1	TraesCS5D03G0908200.1
OG0024860	TraesPARA_EIv1.0_1861680.1	TraesCS5D03G0961500.1
OG0024861	TraesPARA_EIv1.0_2618080.1	TraesCS7D03G1079200.1
OG0024862	TraesPARA_EIv1.0_2129490.1	TraesCS6D03G0848300.1
OG0024863	TraesPARA_EIv1.0_1830340.1	TraesCS5D03G0656600.1
OG0024864	TraesPARA_EIv1.0_1830340.2	TraesCS5D03G0656600.2
OG0024865	TraesPARA_EIv1.0_1870150.1	TraesCS5D03G1055300.1
OG0024866	TraesPARA_EIv1.0_2592590.1	TraesCS7D03G0834400.1
OG0024867	TraesPARA_EIv1.0_0715360.1	TraesCS2D03G0836200.1
OG0024868	TraesPARA_EIv1.0_1134670.1	TraesCS3D03G0769900.1
OG0024869	TraesPARA_EIv1.0_2185800.1	TraesCS6D03G0323600.1
OG0024870	TraesPARA_EIv1.0_2607900.1	TraesCS7D03G0981600.1
OG0024871	TraesPARA_EIv1.0_2139660.1	TraesCS6D03G0748600.1
OG0024872	TraesPARA_EIv1.0_2145530.1	TraesCS6D03G0691800.1
OG0024873	TraesPARA_EIv1.0_2625270.1	TraesCS7D03G1144200.1
OG0024874	TraesPARA_EIv1.0_2623300.1	TraesCS7D03G1127300.1
OG0024875	TraesPARA_EIv1.0_2129780.1	TraesCS6D03G0844800.1
OG0024876	TraesPARA_EIv1.0_0285110.1	TraesCS1D03G0590500.1
OG0024877	TraesPARA_EIv1.0_0637930.1	TraesCS2D03G0115000.1
OG0024878	TraesPARA_EIv1.0_0321110.1	TraesCS1D03G0959000.1
OG0024879	TraesPARA_EIv1.0_2144120.1	TraesCS6D03G0704500.1
OG0024880	TraesPARA_EIv1.0_0232560.1	TraesCS1D03G0074100.1
OG0024881	TraesPARA_EIv1.0_2181840.2	TraesCS6D03G0359300.1
OG0024882	TraesPARA_EIv1.0_2511040.1	TraesCS7D03G0080200.1
OG0024883	TraesPARA_EIv1.0_1071000.1	TraesCS3D03G0188000.1
OG0024884	TraesPARA_EIv1.0_0299150.1	TraesCS1D03G0733700.1
OG0024885	TraesPARA_EIv1.0_1410870.1	TraesCS4D03G0020400.1
OG0024886	TraesPARA_EIv1.0_1884700.1	TraesCS5D03G1200800.1
OG0024887	TraesPARA_EIv1.0_0326370.1	TraesCS1D03G1014600.1
OG0024888	TraesPARA_EIv1.0_2145480.1	TraesCS6D03G0692300.1
OG0024889	TraesPARA_EIv1.0_1853810.1	TraesCS5D03G0886700.1
OG0024890	TraesPARA_EIv1.0_1761500.1	TraesCS5D03G0001300.1
OG0024891	TraesPARA_EIv1.0_2137480.1	TraesCS6D03G0772500.2
OG0024892	TraesPARA_EIv1.0_2137480.2	TraesCS6D03G0772500.1
OG0024893	TraesPARA_EIv1.0_0704750.1	TraesCS2D03G0731000.1
OG0024895	TraesPARA_EIv1.0_1822200.1	TraesCS5D03G0573400.1
OG0024897	TraesPARA_EIv1.0_1409800.1	TraesCS4D03G0012000.1
OG0024898	TraesPARA_EIv1.0_0316870.1	TraesCS1D03G0915200.1
OG0024899	TraesPARA_EIv1.0_1821890.1	TraesCS5D03G0570500.1
OG0024900	TraesPARA_EIv1.0_1073930.1	TraesCS3D03G0219500.1
OG0024901	TraesPARA_EIv1.0_2622660.1	TraesCS7D03G1121100.1
OG0024902	TraesPARA_EIv1.0_2134690.1	TraesCS6D03G0797000.1
OG0024903	TraesPARA_EIv1.0_2182720.1	TraesCS6D03G0351500.1
OG0024904	TraesPARA_EIv1.0_2219580.1	TraesCS6D03G0058600.1
OG0024905	TraesPARA_EIv1.0_1105990.1	TraesCS3D03G0509300.1
OG0024906	TraesPARA_EIv1.0_1093660.1	TraesCS3D03G0408500.1
OG0024907	TraesPARA_EIv1.0_0723670.1	TraesCS2D03G0916200.1
OG0024908	TraesPARA_EIv1.0_1054140.1	TraesCS3D03G0030100.1
OG0024909	TraesPARA_EIv1.0_0734370.1	TraesCS2D03G1011200.1
OG0024910	TraesPARA_EIv1.0_0631650.1	TraesCS2D03G0066000.1
OG0024912	TraesPARA_EIv1.0_1817700.1	TraesCS5D03G0528200.1
OG0024914	TraesPARA_EIv1.0_2597340.1	TraesCS7D03G0881700.1
OG0024915	TraesPARA_EIv1.0_1423200.1	TraesCS4D03G0146500.1
OG0024916	TraesPARA_EIv1.0_0668920.1	TraesCS2D03G0408000.1
OG0024917	TraesPARA_EIv1.0_1805400.1	TraesCS5D03G0418500.1
OG0024918	TraesPARA_EIv1.0_0662270.1	TraesCS2D03G0345500.1
OG0024919	TraesPARA_EIv1.0_2224680.1	TraesCS6D03G0014800.1
OG0024920	TraesPARA_EIv1.0_1423960.1	TraesCS4D03G0155400.1
OG0024921	TraesPARA_EIv1.0_1775200.1	TraesCS5D03G0139000.1
OG0024922	TraesPARA_EIv1.0_2171980.2	TraesCS6D03G0447400.2
OG0024923	TraesPARA_EIv1.0_2171980.1	TraesCS6D03G0447400.1
OG0024924	TraesPARA_EIv1.0_2581790.1	TraesCS7D03G0736600.1
OG0024925	TraesPARA_EIv1.0_1101100.2	TraesCS3D03G0469300.3
OG0024926	TraesPARA_EIv1.0_1101100.1	TraesCS3D03G0469300.2
OG0024927	TraesPARA_EIv1.0_1101100.3	TraesCS3D03G0469300.1
OG0024928	TraesPARA_EIv1.0_2569850.1	TraesCS7D03G0634300.1
OG0024929	TraesPARA_EIv1.0_1180260.1	TraesCS3D03G1201200.1
OG0024930	TraesPARA_EIv1.0_0317710.1	TraesCS1D03G0925400.1
OG0024932	TraesPARA_EIv1.0_1495610.1	TraesCS4D03G0826200.1
OG0024933	TraesPARA_EIv1.0_1481230.1	TraesCS4D03G0688500.1
OG0024934	TraesPARA_EIv1.0_2200540.1	TraesCS6D03G0177000.1
OG0024935	TraesPARA_EIv1.0_0640240.1	TraesCS2D03G0136500.1
OG0024936	TraesPARA_EIv1.0_1056810.3	TraesCS3D03G0057500.2
OG0024937	TraesPARA_EIv1.0_1056810.1	TraesCS3D03G0057500.3
OG0024938	TraesPARA_EIv1.0_0291370.1	TraesCS1D03G0653000.1
OG0024939	TraesPARA_EIv1.0_1771160.3	TraesCS5D03G0100400.1
OG0024940	TraesPARA_EIv1.0_1076170.1	TraesCS3D03G0243300.1
OG0024941	TraesPARA_EIv1.0_0664560.1	TraesCS2D03G0366500.1
OG0024942	TraesPARA_EIv1.0_0287800.1	TraesCS1D03G0616400.1
OG0024943	TraesPARA_EIv1.0_1168230.1	TraesCS3D03G1091300.1
OG0024944	TraesPARA_EIv1.0_1425470.1	TraesCS4D03G0170200.1
OG0024945	TraesPARA_EIv1.0_1475020.1	TraesCS4D03G0627000.1
OG0024946	TraesPARA_EIv1.0_1828530.1	TraesCS5D03G0637700.1
OG0024947	TraesPARA_EIv1.0_1069340.1	TraesCS3D03G0169600.1
OG0024949	TraesPARA_EIv1.0_0329900.1	TraesCS1D03G1049300.1
OG0024950	TraesPARA_EIv1.0_0695460.1	TraesCS2D03G0646000.1
OG0024951	TraesPARA_EIv1.0_0731490.1	TraesCS2D03G0982700.1
OG0024952	TraesPARA_EIv1.0_2598920.1	TraesCS7D03G0897500.1
OG0024953	TraesPARA_EIv1.0_2185940.1	TraesCS6D03G0322100.1
OG0024954	TraesPARA_EIv1.0_0676300.1	TraesCS2D03G0479100.1
OG0024955	TraesPARA_EIv1.0_0707690.1	TraesCS2D03G0761700.1
OG0024956	TraesPARA_EIv1.0_0313920.1	TraesCS1D03G0884600.1
OG0024957	TraesPARA_EIv1.0_0274100.1	TraesCS1D03G0485600.1
OG0024958	TraesPARA_EIv1.0_1836710.1	TraesCS5D03G0712900.1
OG0024959	TraesPARA_EIv1.0_0688320.1	TraesCS2D03G0580600.1
OG0024960	TraesPARA_EIv1.0_2546520.1	TraesCS7D03G0412400.1
OG0024961	TraesPARA_EIv1.0_1175490.1	TraesCS3D03G1160100.1
OG0024962	TraesPARA_EIv1.0_0672510.1	TraesCS2D03G0442700.1
OG0024963	TraesPARA_EIv1.0_0699910.1	TraesCS2D03G0685800.1
OG0024964	TraesPARA_EIv1.0_0723570.1	TraesCS2D03G0915100.1
OG0024965	TraesPARA_EIv1.0_2590860.1	TraesCS7D03G0816400.1
OG0024966	TraesPARA_EIv1.0_2216820.1	TraesCS6D03G0085000.1
OG0024967	TraesPARA_EIv1.0_1117450.4	TraesCS3D03G0607700.2
OG0024968	TraesPARA_EIv1.0_1884710.1	TraesCS5D03G1200900.1
OG0024969	TraesPARA_EIv1.0_1438050.1	TraesCS4D03G0298400.1
OG0024970	TraesPARA_EIv1.0_2174340.1	TraesCS6D03G0424400.1
OG0024971	TraesPARA_EIv1.0_1870490.1	TraesCS5D03G1058300.1
OG0024972	TraesPARA_EIv1.0_1469450.1	TraesCS4D03G0573100.1
OG0024973	TraesPARA_EIv1.0_2641930.1	TraesCS7D03G1297400.1
OG0024974	TraesPARA_EIv1.0_1134550.1	TraesCS3D03G0768200.1
OG0024975	TraesPARA_EIv1.0_2570080.1	TraesCS7D03G0636000.1
OG0024976	TraesPARA_EIv1.0_1465210.1	TraesCS4D03G0529800.1
OG0024977	TraesPARA_EIv1.0_1838980.1	TraesCS5D03G0734900.1
OG0024978	TraesPARA_EIv1.0_0750870.1	TraesCS2D03G1166700.1
OG0024979	TraesPARA_EIv1.0_1456780.1	TraesCS4D03G0451600.1
OG0024980	TraesPARA_EIv1.0_0696920.1	TraesCS2D03G0659300.1
OG0024981	TraesPARA_EIv1.0_0651740.1	TraesCS2D03G0242300.1
OG0024982	TraesPARA_EIv1.0_2525520.1	TraesCS7D03G0211400.1
OG0024983	TraesPARA_EIv1.0_1468370.1	TraesCS4D03G0560600.1
OG0024984	TraesPARA_EIv1.0_0251210.1	TraesCS1D03G0253400.1
OG0024985	TraesPARA_EIv1.0_0703100.1	TraesCS2D03G0716000.1
OG0024986	TraesPARA_EIv1.0_2205030.1	TraesCS6D03G0151600.1
OG0024987	TraesPARA_EIv1.0_0309890.1	TraesCS1D03G0844000.1
OG0024988	TraesPARA_EIv1.0_1104440.1	TraesCS3D03G0496300.1
OG0024989	TraesPARA_EIv1.0_1430880.1	TraesCS4D03G0222100.1
OG0024990	TraesPARA_EIv1.0_1114050.1	TraesCS3D03G0579300.1
OG0024991	TraesPARA_EIv1.0_0704140.1	TraesCS2D03G0725100.1
OG0024992	TraesPARA_EIv1.0_2611710.1	TraesCS7D03G1019900.1
OG0024993	TraesPARA_EIv1.0_0264340.1	TraesCS1D03G0376800.1
OG0024994	TraesPARA_EIv1.0_1152990.1	TraesCS3D03G0953600.1
OG0024995	TraesPARA_EIv1.0_1166990.1	TraesCS3D03G1081200.1
OG0024996	TraesPARA_EIv1.0_0282580.2	TraesCS1D03G0565400.2
OG0024997	TraesPARA_EIv1.0_2219510.1	TraesCS6D03G0059200.1
OG0024998	TraesPARA_EIv1.0_1063160.1	TraesCS3D03G0113400.1
OG0024999	TraesPARA_EIv1.0_1149120.1	TraesCS3D03G0911500.1
OG0025000	TraesPARA_EIv1.0_1837360.1	TraesCS5D03G0717600.1
OG0025001	TraesPARA_EIv1.0_1434630.1	TraesCS4D03G0257500.1
OG0025002	TraesPARA_EIv1.0_0761170.1	TraesCS2D03G1264700.1
OG0025003	TraesPARA_EIv1.0_1773200.1	TraesCS5D03G0118500.1
OG0025004	TraesPARA_EIv1.0_0284670.1	TraesCS1D03G0585800.1
OG0025005	TraesPARA_EIv1.0_2623890.1	TraesCS7D03G1132600.1
OG0025006	TraesPARA_EIv1.0_2544310.1	TraesCS7D03G0391800.1
OG0025007	TraesPARA_EIv1.0_2551440.1	TraesCS7D03G0458400.1
OG0025008	TraesPARA_EIv1.0_1108630.1	TraesCS3D03G0534200.1
OG0025009	TraesPARA_EIv1.0_1156360.1	TraesCS3D03G0984200.1
OG0025010	TraesPARA_EIv1.0_1110480.1	TraesCS3D03G0551100.1
OG0025011	TraesPARA_EIv1.0_0671200.1	TraesCS2D03G0430400.1
OG0025012	TraesPARA_EIv1.0_0277900.1	TraesCS1D03G0522300.1
OG0025013	TraesPARA_EIv1.0_2586160.1	TraesCS7D03G0773100.1
OG0025014	TraesPARA_EIv1.0_0279430.1	TraesCS1D03G0536700.1
OG0025015	TraesPARA_EIv1.0_1057430.1	TraesCS3D03G0063300.1
OG0025016	TraesPARA_EIv1.0_1841300.1	TraesCS5D03G0756000.1
OG0025017	TraesPARA_EIv1.0_0257930.1	TraesCS1D03G0315300.1
OG0025018	TraesPARA_EIv1.0_2629750.1	TraesCS7D03G1187100.1
OG0025019	TraesPARA_EIv1.0_1762080.1	TraesCS5D03G0007700.1
OG0025020	TraesPARA_EIv1.0_0691130.1	TraesCS2D03G0607400.1
OG0025021	TraesPARA_EIv1.0_2596870.1	TraesCS7D03G0877700.1
OG0025022	TraesPARA_EIv1.0_0719170.1	TraesCS2D03G0874500.1
OG0025023	TraesPARA_EIv1.0_1144120.1	TraesCS3D03G0864500.1
OG0025024	TraesPARA_EIv1.0_1175000.1	TraesCS3D03G1154200.1
OG0025025	TraesPARA_EIv1.0_1411210.1	TraesCS4D03G0024000.1
OG0025026	TraesPARA_EIv1.0_1129330.1	TraesCS3D03G0717800.1
OG0025027	TraesPARA_EIv1.0_0734610.1	TraesCS2D03G1013300.1
OG0025028	TraesPARA_EIv1.0_1134380.1	TraesCS3D03G0766400.1
OG0025029	TraesPARA_EIv1.0_1842320.1	TraesCS5D03G0765300.1
OG0025030	TraesPARA_EIv1.0_1083000.1	TraesCS3D03G0309800.1
OG0025031	TraesPARA_EIv1.0_1129220.1	TraesCS3D03G0716700.1
OG0025032	TraesPARA_EIv1.0_2511220.2	TraesCS7D03G0081200.1
OG0025033	TraesPARA_EIv1.0_2121060.1	TraesCS6D03G0930800.1
OG0025034	TraesPARA_EIv1.0_1438940.1	TraesCS4D03G0309100.2
OG0025035	TraesPARA_EIv1.0_0259930.1	TraesCS1D03G0333600.1
OG0025036	TraesPARA_EIv1.0_0745600.1	TraesCS2D03G1112100.1
OG0025038	TraesPARA_EIv1.0_0269820.1	TraesCS1D03G0432000.1
OG0025040	TraesPARA_EIv1.0_0748250.1	TraesCS2D03G1140700.1
OG0025042	TraesPARA_EIv1.0_0729970.1	TraesCS2D03G0968200.1
OG0025043	TraesPARA_EIv1.0_0724790.1	TraesCS2D03G0925700.1
OG0025044	TraesPARA_EIv1.0_1140320.1	TraesCS3D03G0826300.1
OG0025045	TraesPARA_EIv1.0_2522940.1	TraesCS7D03G0187200.1
OG0025046	TraesPARA_EIv1.0_0296670.1	TraesCS1D03G0709500.1
OG0025047	TraesPARA_EIv1.0_1817340.1	TraesCS5D03G0525700.1
OG0025048	TraesPARA_EIv1.0_1060700.1	TraesCS3D03G0090600.1
OG0025049	TraesPARA_EIv1.0_2558540.1	TraesCS7D03G0522200.1
OG0025050	TraesPARA_EIv1.0_1137330.1	TraesCS3D03G0795900.1
OG0025051	TraesPARA_EIv1.0_1833960.1	TraesCS5D03G0690500.1
OG0025052	TraesPARA_EIv1.0_0624880.1	TraesCS2D03G0005600.1
OG0025053	TraesPARA_EIv1.0_0717670.1	TraesCS2D03G0860500.1
OG0025054	TraesPARA_EIv1.0_2604960.1	TraesCS7D03G0953000.1
OG0025055	TraesPARA_EIv1.0_1416340.1	TraesCS4D03G0080500.1
OG0025056	TraesPARA_EIv1.0_1113580.1	TraesCS3D03G0575600.1
